Date;Open;High;Low;Close
2020-01-02;1771.849976;1810.199951;1771.849976;1808.630005
2020-01-03;1806.410034;1806.410034;1778.530029;1785.229980
2020-01-07;1784.939941;1805.650024;1784.859985;1796.849976
2020-01-08;1795.150024;1796.790039;1774.359985;1795.410034
2020-01-09;1797.680054;1811.219971;1793.739990;1796.739990
2020-01-10;1797.520020;1800.160034;1784.280029;1784.969971
2020-01-13;1786.410034;1798.069946;1781.319946;1790.510010
2020-01-14;1790.579956;1794.020020;1772.689941;1792.900024
2020-01-15;1792.630005;1794.079956;1780.880005;1787.290039
2020-01-16;1787.300049;1812.300049;1787.300049;1812.300049
2020-01-17;1813.239990;1831.520020;1813.239990;1825.939941
2020-01-20;1824.969971;1829.680054;1819.800049;1821.290039
2020-01-21;1819.770020;1826.619995;1800.599976;1825.619995
2020-01-22;1823.839966;1834.099976;1810.719971;1811.760010
2020-01-23;1809.430054;1809.719971;1790.969971;1795.430054
2020-01-24;1798.290039;1820.750000;1798.290039;1812.849976
2020-01-27;1808.030029;1808.030029;1766.709961;1771.479980
2020-01-28;1773.040039;1791.500000;1763.449951;1786.349976
2020-01-29;1790.250000;1798.520020;1784.150024;1791.670044
2020-01-30;1788.869995;1805.619995;1771.150024;1787.959961
2020-01-31;1788.660034;1806.550049;1778.079956;1783.260010
2020-02-03;1784.069946;1791.589966;1774.180054;1782.910034
2020-02-04;1785.410034;1821.040039;1785.410034;1821.040039
2020-02-05;1820.599976;1854.099976;1815.319946;1847.349976
2020-02-06;1847.640015;1864.319946;1843.859985;1851.949951
2020-02-07;1851.060059;1856.339966;1841.589966;1849.859985
2020-02-10;1848.959961;1860.699951;1843.469971;1858.000000
2020-02-11;1859.239990;1885.500000;1859.239990;1884.130005
2020-02-12;1884.750000;1893.270020;1879.130005;1889.750000
2020-02-13;1887.250000;1887.250000;1864.050049;1883.020020
2020-02-14;1882.219971;1892.150024;1881.349976;1885.619995
2020-02-17;1885.420044;1897.930054;1885.420044;1888.349976
2020-02-18;1887.189941;1888.979980;1869.270020;1878.790039
2020-02-19;1880.689941;1901.130005;1880.689941;1900.280029
2020-02-20;1900.689941;1905.619995;1896.780029;1898.930054
2020-02-21;1896.760010;1896.760010;1871.219971;1879.099976
2020-02-24;1872.000000;1872.000000;1791.959961;1798.199951
2020-02-25;1799.510010;1812.900024;1766.329956;1769.140015
2020-02-26;1765.900024;1787.069946;1709.319946;1782.099976
2020-02-27;1779.719971;1779.719971;1691.130005;1721.589966
2020-02-28;1666.930054;1689.670044;1646.109985;1668.839966
2020-03-02;1702.880005;1711.540039;1644.329956;1679.130005
2020-03-03;1704.739990;1732.030029;1693.209961;1694.560059
2020-03-04;1702.130005;1724.260010;1687.329956;1704.199951
2020-03-05;1723.219971;1723.510010;1666.770020;1683.189941
2020-03-06;1648.349976;1657.130005;1616.060059;1629.000000
2020-03-09;1523.239990;1568.670044;1511.180054;1542.439941
2020-03-10;1557.010010;1604.729980;1521.839966;1533.790039
2020-03-11;1548.319946;1561.439941;1506.839966;1511.959961
2020-03-12;1433.489990;1447.689941;1344.079956;1352.130005
2020-03-13;1379.569946;1469.709961;1343.880005;1376.459961
2020-03-16;1305.900024;1355.880005;1261.170044;1329.160034
2020-03-17;1366.800049;1384.750000;1295.400024;1372.790039
2020-03-18;1331.489990;1364.560059;1310.959961;1337.239990
2020-03-19;1345.680054;1380.579956;1328.520020;1380.579956
2020-03-20;1422.859985;1431.560059;1355.540039;1355.540039
2020-03-23;1290.449951;1351.739990;1284.479980;1292.270020
2020-03-24;1351.469971;1383.880005;1332.410034;1383.880005
2020-03-25;1426.780029;1446.560059;1362.760010;1446.560059
2020-03-26;1411.530029;1470.890015;1402.859985;1470.890015
2020-03-27;1454.099976;1454.449951;1405.949951;1419.290039
2020-03-30;1428.959961;1449.199951;1394.959961;1449.199951
2020-03-31;1472.260010;1487.060059;1445.349976;1482.430054
2020-04-01;1439.239990;1447.969971;1425.719971;1425.989990
2020-04-02;1436.849976;1439.400024;1400.270020;1427.189941
2020-04-03;1425.920044;1430.199951;1401.119995;1404.589966
2020-04-06;1443.359985;1463.060059;1438.880005;1461.229980
2020-04-07;1493.780029;1514.170044;1483.189941;1510.849976
2020-04-08;1494.390015;1502.880005;1485.020020;1499.510010
2020-04-09;1518.819946;1526.949951;1495.790039;1498.760010
2020-04-14;1529.849976;1538.910034;1516.510010;1535.839966
2020-04-15;1531.469971;1534.410034;1478.819946;1480.599976
2020-04-16;1496.469971;1499.910034;1469.140015;1483.790039
2020-04-17;1525.270020;1536.839966;1520.719971;1534.550049
2020-04-20;1548.680054;1548.680054;1518.119995;1541.170044
2020-04-21;1525.449951;1525.599976;1493.449951;1493.449951
2020-04-22;1508.569946;1527.689941;1503.300049;1527.630005
2020-04-23;1535.939941;1547.479980;1512.680054;1541.890015
2020-04-24;1515.640015;1529.189941;1511.280029;1514.130005
2020-04-27;1536.829956;1543.420044;1528.140015;1539.510010
2020-04-28;1542.599976;1571.310059;1538.260010;1568.500000
2020-04-29;1566.410034;1602.339966;1559.630005;1600.859985
2020-04-30;1602.680054;1606.810059;1577.900024;1577.920044
2020-05-04;1531.989990;1531.989990;1505.209961;1505.209961
2020-05-05;1525.430054;1539.400024;1515.410034;1538.180054
2020-05-06;1535.670044;1537.550049;1520.709961;1521.400024
2020-05-07;1529.380005;1540.550049;1524.239990;1537.739990
2020-05-08;1549.010010;1564.650024;1547.000000;1563.189941
2020-05-11;1568.420044;1572.229980;1542.140015;1556.489990
2020-05-12;1547.449951;1572.510010;1543.780029;1570.030029
2020-05-13;1550.569946;1551.530029;1522.109985;1522.640015
2020-05-14;1507.359985;1513.109985;1461.270020;1476.520020
2020-05-15;1490.989990;1508.439941;1481.890015;1493.619995
2020-05-18;1520.739990;1566.209961;1519.680054;1566.160034
2020-05-19;1576.880005;1576.920044;1545.760010;1560.280029
2020-05-20;1546.709961;1565.280029;1539.839966;1556.439941
2020-05-22;1539.780029;1560.079956;1533.489990;1555.489990
2020-05-25;1570.280029;1592.160034;1564.750000;1588.599976
2020-05-26;1604.989990;1609.729980;1594.329956;1606.650024
2020-05-27;1607.069946;1633.790039;1606.560059;1623.390015
2020-05-28;1637.040039;1659.069946;1630.849976;1657.579956
2020-05-29;1642.130005;1645.849976;1625.699951;1629.760010
2020-06-01;1650.989990;1651.280029;1633.060059;1649.380005
2020-06-02;1657.689941;1678.729980;1654.209961;1666.979980
2020-06-03;1684.280029;1709.959961;1682.520020;1709.959961
2020-06-04;1703.000000;1708.630005;1690.069946;1700.479980
2020-06-05;1709.949951;1730.680054;1706.130005;1730.510010
2020-06-08;1723.130005;1729.109985;1710.329956;1717.660034
2020-06-09;1719.719971;1721.670044;1682.550049;1696.699951
2020-06-10;1700.800049;1715.920044;1687.300049;1692.319946
2020-06-11;1655.130005;1658.069946;1609.060059;1609.060059
2020-06-12;1590.229980;1634.229980;1590.229980;1609.069946
2020-06-15;1577.920044;1620.339966;1571.489990;1616.140015
2020-06-16;1650.819946;1677.000000;1643.540039;1671.839966
2020-06-17;1674.760010;1688.869995;1672.260010;1677.530029
2020-06-18;1667.030029;1677.520020;1659.040039;1667.930054
2020-06-22;1655.969971;1668.729980;1647.260010;1657.709961
2020-06-23;1669.329956;1694.270020;1667.760010;1683.359985
2020-06-24;1676.510010;1681.619995;1641.839966;1642.910034
2020-06-25;1634.660034;1662.280029;1625.880005;1660.959961
2020-06-26;1677.400024;1689.709961;1657.599976;1657.660034
2020-06-29;1655.810059;1674.569946;1650.920044;1671.530029
2020-06-30;1674.609985;1679.250000;1653.229980;1664.380005
2020-07-01;1665.260010;1687.930054;1657.780029;1675.040039
2020-07-02;1691.530029;1704.530029;1682.780029;1703.819946
2020-07-03;1704.910034;1710.650024;1691.510010;1695.260010
2020-07-06;1722.130005;1732.250000;1714.189941;1730.880005
2020-07-07;1722.380005;1724.530029;1711.479980;1720.449951
2020-07-08;1705.729980;1725.369995;1705.729980;1712.530029
2020-07-09;1722.130005;1723.699951;1696.839966;1697.839966
2020-07-10;1691.079956;1713.109985;1691.000000;1711.619995
2020-07-13;1727.800049;1745.180054;1722.939941;1742.729980
2020-07-14;1730.599976;1742.000000;1723.479980;1738.599976
2020-07-15;1755.030029;1772.060059;1742.680054;1767.849976
2020-07-16;1761.750000;1761.930054;1748.280029;1754.550049
2020-07-17;1780.540039;1781.099976;1759.560059;1770.150024
2020-07-20;1775.359985;1787.229980;1766.319946;1784.540039
2020-07-21;1796.010010;1797.640015;1773.209961;1775.390015
2020-07-22;1776.739990;1782.140015;1765.170044;1779.849976
2020-07-23;1790.140015;1793.000000;1776.020020;1781.099976
2020-07-24;1755.760010;1761.890015;1740.030029;1750.239990
2020-07-27;1747.859985;1763.079956;1745.599976;1760.310059
2020-07-28;1763.130005;1763.709961;1744.479980;1754.250000
2020-07-29;1752.020020;1762.079956;1750.420044;1760.589966
2020-07-30;1758.290039;1758.400024;1711.670044;1720.280029
2020-07-31;1726.290039;1738.650024;1706.390015;1707.349976
2020-08-03;1708.739990;1751.260010;1702.329956;1746.319946
2020-08-04;1754.750000;1756.660034;1726.569946;1734.250000
2020-08-05;1746.040039;1751.369995;1736.130005;1745.489990
2020-08-06;1745.670044;1750.670044;1730.500000;1739.140015
2020-08-07;1733.380005;1746.050049;1730.140015;1740.459961
2020-08-10;1750.010010;1754.989990;1740.199951;1748.910034
2020-08-11;1760.640015;1792.829956;1760.640015;1786.280029
2020-08-12;1782.510010;1790.920044;1773.150024;1788.989990
2020-08-13;1780.199951;1795.800049;1779.790039;1786.800049
2020-08-14;1781.709961;1781.849976;1746.880005;1754.199951
2020-08-17;1755.280029;1773.599976;1755.280029;1773.530029
