Date;Open;High;Low;Close
2019-01-02;1407.650024;1410.489990;1378.199951;1405.849976
2019-01-03;1403.800049;1407.859985;1390.650024;1393.520020
2019-01-04;1395.280029;1437.859985;1395.280029;1435.290039
2019-01-07;1437.739990;1446.150024;1433.619995;1439.930054
2019-01-08;1440.739990;1464.020020;1440.050049;1457.469971
2019-01-09;1458.050049;1475.949951;1458.050049;1470.510010
2019-01-10;1469.050049;1472.739990;1454.900024;1470.689941
2019-01-11;1470.140015;1478.640015;1460.719971;1465.430054
2019-01-14;1462.619995;1462.619995;1454.650024;1458.130005
2019-01-15;1459.920044;1471.930054;1451.229980;1455.479980
2019-01-16;1456.469971;1472.810059;1455.439941;1468.849976
2019-01-17;1468.189941;1476.640015;1458.790039;1473.890015
2019-01-18;1474.619995;1499.790039;1474.619995;1499.790039
2019-01-21;1499.880005;1501.280029;1487.670044;1493.760010
2019-01-22;1492.719971;1496.890015;1480.280029;1486.319946
2019-01-23;1485.900024;1486.800049;1473.459961;1478.719971
2019-01-24;1479.420044;1489.699951;1478.189941;1488.400024
2019-01-25;1487.699951;1505.719971;1487.699951;1501.119995
2019-01-28;1501.150024;1505.579956;1489.439941;1491.010010
2019-01-29;1491.380005;1506.000000;1485.520020;1502.719971
2019-01-30;1501.880005;1510.930054;1497.449951;1509.500000
2019-01-31;1510.510010;1526.130005;1507.250000;1515.420044
2019-02-01;1515.780029;1528.290039;1514.930054;1525.689941
2019-02-04;1526.890015;1529.380005;1520.219971;1527.189941
2019-02-05;1526.349976;1544.349976;1526.349976;1542.489990
2019-02-06;1542.109985;1554.050049;1537.640015;1551.150024
2019-02-07;1551.349976;1557.790039;1529.280029;1529.280029
2019-02-08;1529.430054;1536.030029;1524.290039;1527.170044
2019-02-11;1528.199951;1546.160034;1528.199951;1542.329956
2019-02-12;1543.849976;1551.989990;1542.790039;1549.410034
2019-02-13;1550.430054;1562.229980;1549.569946;1558.579956
2019-02-14;1559.550049;1570.619995;1557.579956;1562.359985
2019-02-15;1561.949951;1584.459961;1555.979980;1583.819946
2019-02-18;1583.449951;1588.819946;1576.660034;1583.859985
2019-02-19;1584.020020;1591.959961;1581.729980;1587.219971
2019-02-20;1587.550049;1591.359985;1578.739990;1588.609985
2019-02-21;1585.819946;1591.260010;1572.650024;1572.650024
2019-02-22;1573.010010;1591.810059;1573.010010;1588.829956
2019-02-25;1590.520020;1598.089966;1581.089966;1586.550049
2019-02-26;1585.209961;1589.229980;1577.160034;1583.949951
2019-02-27;1583.170044;1583.170044;1573.239990;1576.550049
2019-02-28;1576.979980;1577.420044;1558.050049;1572.680054
2019-03-01;1574.300049;1585.579956;1573.859985;1580.219971
2019-03-04;1580.699951;1592.680054;1580.290039;1587.790039
2019-03-05;1587.949951;1590.410034;1575.579956;1587.969971
2019-03-06;1588.060059;1588.060059;1571.459961;1572.630005
2019-03-07;1572.479980;1575.500000;1553.140015;1558.910034
2019-03-08;1558.329956;1559.050049;1546.709961;1558.630005
2019-03-11;1559.219971;1571.260010;1558.719971;1569.930054
2019-03-12;1572.270020;1577.520020;1563.839966;1565.560059
2019-03-13;1565.329956;1574.199951;1561.180054;1572.800049
2019-03-14;1572.859985;1590.760010;1572.829956;1590.760010
2019-03-15;1590.760010;1597.609985;1582.250000;1595.760010
2019-03-18;1595.920044;1607.540039;1595.920044;1605.010010
2019-03-19;1605.800049;1622.329956;1604.319946;1615.140015
2019-03-20;1614.579956;1619.750000;1605.989990;1605.989990
2019-03-21;1605.310059;1610.040039;1595.449951;1605.030029
2019-03-22;1606.000000;1610.369995;1576.869995;1576.869995
2019-03-25;1576.819946;1578.630005;1563.229980;1573.660034
2019-03-26;1574.589966;1576.030029;1565.500000;1574.160034
2019-03-27;1575.000000;1579.650024;1560.489990;1565.849976
2019-03-28;1565.439941;1571.170044;1553.800049;1559.319946
2019-03-29;1561.310059;1564.300049;1545.189941;1553.420044
2019-04-01;1554.920044;1580.979980;1554.920044;1580.329956
2019-04-02;1580.660034;1598.709961;1577.589966;1593.949951
2019-04-03;1596.040039;1622.380005;1596.040039;1622.380005
2019-04-04;1622.750000;1622.750000;1608.939941;1616.239990
2019-04-05;1616.359985;1624.280029;1616.260010;1622.270020
2019-04-08;1621.900024;1624.520020;1615.760010;1624.520020
2019-04-09;1625.369995;1633.829956;1614.010010;1616.560059
2019-04-10;1616.150024;1628.739990;1615.329956;1628.550049
2019-04-11;1626.780029;1633.089966;1620.979980;1627.030029
2019-04-12;1627.020020;1642.959961;1625.359985;1641.209961
2019-04-15;1641.209961;1644.979980;1637.140015;1642.630005
2019-04-16;1642.160034;1654.099976;1642.160034;1647.520020
2019-04-17;1647.689941;1660.619995;1645.349976;1660.140015
2019-04-18;1660.969971;1673.030029;1654.550049;1670.739990
2019-04-23;1670.500000;1673.800049;1661.390015;1672.180054
2019-04-24;1672.099976;1686.400024;1670.410034;1680.719971
2019-04-25;1678.969971;1700.349976;1668.430054;1689.420044
2019-04-26;1689.900024;1693.050049;1680.910034;1689.040039
2019-04-29;1689.760010;1694.189941;1684.319946;1693.310059
2019-04-30;1691.329956;1691.430054;1675.969971;1676.140015
2019-05-02;1675.760010;1675.760010;1662.280029;1665.449951
2019-05-03;1664.939941;1676.900024;1664.050049;1672.329956
2019-05-06;1665.890015;1665.890015;1627.199951;1649.219971
2019-05-07;1647.849976;1653.000000;1613.349976;1617.849976
2019-05-08;1617.250000;1624.770020;1611.500000;1623.369995
2019-05-09;1622.449951;1622.449951;1593.839966;1596.689941
2019-05-10;1597.130005;1615.609985;1593.469971;1603.369995
2019-05-13;1603.180054;1603.239990;1572.849976;1573.839966
2019-05-14;1574.400024;1591.119995;1574.400024;1590.819946
2019-05-15;1591.140015;1597.959961;1574.770020;1593.319946
2019-05-16;1593.280029;1615.380005;1586.250000;1615.380005
2019-05-17;1614.439941;1614.439941;1591.060059;1606.859985
2019-05-20;1606.910034;1607.130005;1582.579956;1588.900024
2019-05-21;1590.890015;1605.689941;1590.890015;1602.910034
2019-05-22;1603.150024;1605.750000;1587.780029;1595.640015
2019-05-23;1593.540039;1593.540039;1558.880005;1561.170044
2019-05-24;1563.180054;1579.119995;1563.180054;1571.520020
2019-05-27;1573.890015;1582.459961;1565.780029;1568.229980
2019-05-28;1569.250000;1572.630005;1555.229980;1565.119995
2019-05-29;1562.369995;1562.369995;1538.109985;1538.750000
2019-05-31;1536.630005;1536.630005;1505.130005;1510.459961
2019-06-03;1509.770020;1518.229980;1494.189941;1518.229980
2019-06-04;1518.229980;1537.310059;1506.390015;1537.310059
2019-06-05;1537.530029;1546.750000;1531.010010;1542.000000
2019-06-07;1543.369995;1570.780029;1543.369995;1566.140015
2019-06-11;1575.609985;1597.430054;1575.560059;1593.359985
2019-06-12;1593.359985;1596.319946;1580.449951;1593.599976
2019-06-13;1593.119995;1604.729980;1587.060059;1598.119995
2019-06-14;1597.380005;1597.380005;1579.390015;1589.599976
2019-06-18;1586.530029;1612.050049;1573.140015;1609.430054
2019-06-19;1609.719971;1615.810059;1607.109985;1612.400024
2019-06-20;1617.449951;1632.829956;1617.449951;1628.290039
2019-06-24;1627.479980;1635.589966;1609.319946;1610.939941
2019-06-25;1610.239990;1612.939941;1605.119995;1607.290039
2019-06-26;1605.939941;1611.189941;1596.010010;1604.229980
2019-06-27;1605.079956;1621.729980;1605.079956;1616.939941
2019-06-28;1616.880005;1627.020020;1615.319946;1622.430054
2019-07-01;1622.829956;1645.780029;1622.829956;1642.000000
2019-07-02;1641.750000;1648.260010;1637.979980;1647.020020
2019-07-03;1647.130005;1657.089966;1641.780029;1648.839966
2019-07-04;1648.829956;1654.900024;1648.250000;1652.250000
2019-07-05;1651.920044;1652.880005;1620.180054;1634.939941
2019-07-08;1634.709961;1646.380005;1629.959961;1642.069946
2019-07-09;1640.180054;1640.180054;1625.239990;1630.880005
2019-07-10;1630.400024;1636.650024;1621.550049;1622.449951
2019-07-11;1625.099976;1631.349976;1609.439941;1613.209961
2019-07-12;1613.310059;1629.199951;1613.310059;1625.619995
2019-07-15;1626.469971;1639.000000;1615.589966;1632.910034
2019-07-16;1629.420044;1633.719971;1620.439941;1630.569946
2019-07-17;1629.729980;1630.910034;1598.060059;1598.060059
2019-07-18;1600.219971;1600.219971;1573.550049;1577.410034
2019-07-19;1578.619995;1605.420044;1578.619995;1605.420044
2019-07-22;1605.250000;1607.449951;1598.109985;1600.880005
2019-07-23;1616.560059;1627.869995;1615.819946;1624.770020
2019-07-24;1625.310059;1625.540039;1608.290039;1613.060059
2019-07-25;1613.630005;1625.829956;1596.900024;1607.199951
2019-07-26;1606.880005;1614.729980;1605.900024;1610.640015
2019-07-29;1610.290039;1617.219971;1603.189941;1614.300049
2019-07-30;1613.900024;1616.229980;1592.599976;1600.260010
2019-07-31;1599.060059;1604.410034;1595.119995;1599.780029
2019-08-01;1598.670044;1617.989990;1588.949951;1612.910034
2019-08-02;1608.530029;1608.530029;1565.770020;1568.699951
2019-08-06;1534.540039;1543.930054;1520.270020;1523.030029
2019-08-07;1523.439941;1540.380005;1516.560059;1528.189941
2019-08-08;1531.920044;1550.619995;1531.920044;1550.619995
2019-08-09;1550.349976;1550.349976;1529.130005;1531.520020
2019-08-12;1532.449951;1550.959961;1528.109985;1533.060059
2019-08-13;1531.880005;1548.400024;1509.609985;1543.359985
2019-08-14;1538.219971;1539.349976;1498.410034;1500.060059
2019-08-15;1500.430054;1509.579956;1476.829956;1495.709961
2019-08-16;1496.939941;1519.560059;1496.939941;1519.410034
2019-08-19;1522.479980;1539.660034;1522.479980;1538.969971
2019-08-20;1538.780029;1546.189941;1533.060059;1534.339966
2019-08-21;1534.939941;1550.140015;1534.939941;1543.469971
2019-08-22;1543.260010;1546.839966;1533.449951;1535.510010
2019-08-23;1539.500000;1549.869995;1522.849976;1522.849976
2019-08-26;1520.349976;1525.680054;1503.579956;1520.849976
2019-08-27;1521.050049;1532.469971;1516.920044;1530.810059
2019-08-28;1534.469971;1534.849976;1515.500000;1529.130005
2019-08-29;1530.050049;1558.739990;1530.050049;1558.739990
2019-08-30;1559.680054;1583.160034;1559.680054;1576.979980
2019-09-02;1576.729980;1582.910034;1568.699951;1570.189941
2019-09-03;1569.310059;1575.979980;1563.069946;1568.660034
