Date;High price;Low price;Closing price
2019-07-09;1640.18;1625.24;1630.88
2019-07-10;1636.65;1621.55;1622.45
2019-07-11;1631.35;1609.44;1613.21
2019-07-12;1629.2;1613.31;1625.62
2019-07-15;1639;1615.59;1632.91
2019-07-16;1633.72;1620.44;1630.57
2019-07-17;1630.91;1598.06;1598.06
2019-07-18;1600.22;1573.55;1577.41
2019-07-19;1605.42;1578.62;1605.42
2019-07-22;1607.45;1598.11;1600.88
2019-07-23;1627.87;1602.22;1624.77
2019-07-24;1625.54;1608.29;1613.06
2019-07-25;1625.83;1596.9;1607.2
2019-07-26;1614.73;1605.9;1610.64
2019-07-29;1617.22;1603.19;1614.3
2019-07-30;1616.23;1592.6;1600.26
2019-07-31;1604.41;1595.12;1599.78
2019-08-01;1617.99;1588.95;1612.91
2019-08-02;1608.53;1565.77;1568.7
2019-08-05;1566.61;1527.75;1535.1
2019-08-06;1543.93;1520.27;1523.03
2019-08-07;1540.38;1516.56;1528.19
2019-08-08;1550.62;1531.92;1550.62
2019-08-09;1550.35;1529.13;1531.52
2019-08-12;1550.96;1528.11;1533.06
2019-08-13;1548.4;1509.61;1538.53
2019-08-14;1539.35;1498.41;1500.06
2019-08-15;1509.58;1476.83;1495.71
2019-08-16;1519.56;1496.94;1519.41
2019-08-19;1539.66;1522.48;1538.97
2019-08-20;1546.19;1533.06;1534.34
2019-08-21;1550.14;1534.94;1543.47
2019-08-22;1546.84;1533.45;1535.51
2019-08-23;1549.87;1522.85;1522.85
2019-08-26;1520.85;1525.68;1503.58
2019-08-27;1532.47;1516.92;1530.81
2019-08-28;1534.85;1515.50;1529.13
2019-08-29;1558.74;1530.05;1558.74
2019-08-30;1583.16;1559.68;1576.98
2019-09-02;1582.91;1568.70;1570.19	
2019-09-03;1575.98;1563.07;1568.66	
2019-09-04;1586.23;1569.31;1581.28	
2019-09-05;1598.04;1581.92;1597.34	
2019-09-06;1602.36;1593.87;1601.95
