Date;High price;Low price;Closing price
1993-07-30;233.71;233.71;233.71
1993-08-02;233.74;233.74;233.74
1993-08-03;236.77;236.77;236.77
1993-08-04;236.04;236.04;236.04
1993-08-05;241.85;241.85;241.85
1993-08-06;243.8;243.8;243.8
1993-08-09;245.05;245.05;245.05
1993-08-10;242.94;242.94;242.94
1993-08-11;245.5;245.5;245.5
1993-08-12;250.63;250.63;250.63
1993-08-13;252.08;252.08;252.08
1993-08-16;249.4;249.4;249.4
1993-08-17;253.25;253.25;253.25
1993-08-18;261.26;261.26;261.26
1993-08-19;259.21;259.21;259.21
1993-08-20;254.99;254.99;254.99
1993-08-23;251.82;251.82;251.82
1993-08-24;247.4;247.4;247.4
1993-08-25;246.6;246.6;246.6
1993-08-26;243.14;243.14;243.14
1993-08-27;247.54;247.54;247.54
1993-08-30;252.03;252.03;252.03
1993-08-31;250.13;250.13;250.13
1993-09-01;244.85;244.85;244.85
1993-09-02;249.08;249.08;249.08
1993-09-03;250.24;250.24;250.24
1993-09-06;252.09;252.09;252.09
1993-09-07;250.64;250.64;250.64
1993-09-08;247.93;247.93;247.93
1993-09-09;249.24;249.24;249.24
1993-09-10;247.41;247.41;247.41
1993-09-13;250.67;250.67;250.67
1993-09-14;249.87;249.87;249.87
1993-09-15;245.25;245.25;245.25
1993-09-16;244.85;244.85;244.85
1993-09-17;245.91;245.91;245.91
1993-09-20;245.62;245.62;245.62
1993-09-21;242.38;242.38;242.38
1993-09-22;247;247;247
1993-09-23;250.45;250.45;250.45
1993-09-24;249.63;249.63;249.63
1993-09-27;252.25;252.25;252.25
1993-09-28;252.47;252.47;252.47
1993-09-29;250.71;250.71;250.71
1993-09-30;252.17;252.17;252.17
1993-10-01;253.23;253.23;253.23
1993-10-04;252.84;252.84;252.84
1993-10-05;258.93;258.93;258.93
1993-10-06;258.9;258.9;258.9
1993-10-07;261.22;261.22;261.22
1993-10-08;263.07;263.07;263.07
1993-10-11;263.94;263.94;263.94
1993-10-12;266.11;266.11;266.11
1993-10-13;268.4;268.4;268.4
1993-10-14;267.19;267.19;267.19
1993-10-15;269.73;269.73;269.73
1993-10-18;273.87;273.87;273.87
1993-10-19;273.31;273.31;273.31
1993-10-20;270.82;270.82;270.82
1993-10-21;276.31;276.31;276.31
1993-10-22;277.12;277.12;277.12
1993-10-25;274.65;274.65;274.65
1993-10-26;276.33;276.33;276.33
1993-10-27;274.02;274.02;274.02
1993-10-28;276.93;276.93;276.93
1993-10-29;278.45;278.45;278.45
1993-11-01;277.87;277.87;277.87
1993-11-02;275.17;275.17;275.17
1993-11-03;279.46;279.46;279.46
1993-11-04;279.17;279.17;279.17
1993-11-05;271.84;271.84;271.84
1993-11-08;272.12;272.12;272.12
1993-11-09;272.38;272.38;272.38
1993-11-10;268.07;268.07;268.07
1993-11-11;272.06;272.06;272.06
1993-11-12;273.16;273.16;273.16
1993-11-15;273.76;273.76;273.76
1993-11-16;270.79;270.79;270.79
1993-11-17;273.13;273.13;273.13
1993-11-18;272.12;272.12;272.12
1993-11-19;263.68;263.68;263.68
1993-11-22;257.83;257.83;257.83
1993-11-23;255.26;255.26;255.26
1993-11-24;254.87;254.87;254.87
1993-11-25;255.68;255.68;255.68
1993-11-26;255.26;255.26;255.26
1993-11-29;250.95;250.95;250.95
1993-11-30;253.88;253.88;253.88
1993-12-01;261.94;261.94;261.94
1993-12-02;261.95;261.95;261.95
1993-12-03;260.59;260.59;260.59
1993-12-06;261.09;261.09;261.09
1993-12-07;265.58;265.58;265.58
1993-12-08;265.26;265.26;265.26
1993-12-09;265.02;265.02;265.02
1993-12-10;262.78;262.78;262.78
1993-12-13;264.91;264.91;264.91
1993-12-14;263.57;263.57;263.57
1993-12-15;265.99;265.99;265.99
1993-12-16;265.22;265.22;265.22
1993-12-17;266.06;266.06;266.06
1993-12-20;268.5;268.5;268.5
1993-12-21;268.97;268.97;268.97
1993-12-22;269.94;269.94;269.94
1993-12-23;271.24;271.24;271.24
1993-12-27;271.1;271.1;271.1
1993-12-28;270.94;270.94;270.94
1993-12-29;275.72;275.72;275.72
1993-12-30;274.98;274.98;274.98
1994-01-03;279.59;279.59;279.59
1994-01-04;280.04;280.04;280.04
1994-01-05;280.63;280.63;280.63
1994-01-07;287.62;287.62;287.62
1994-01-10;290.46;290.46;290.46
1994-01-11;290.48;290.48;290.48
1994-01-12;287.32;287.32;287.32
1994-01-13;287.83;287.83;287.83
1994-01-14;291.72;291.72;291.72
1994-01-17;299.83;299.83;299.83
1994-01-18;299.5;299.5;299.5
1994-01-19;302.65;302.65;302.65
1994-01-20;298.31;298.31;298.31
1994-01-21;299.32;299.32;299.32
1994-01-24;300.63;300.63;300.63
1994-01-25;293.82;293.82;293.82
1994-01-26;295.56;295.56;295.56
1994-01-27;299.43;299.43;299.43
1994-01-28;301.93;301.93;301.93
1994-01-31;308.33;308.33;308.33
1994-02-01;304.63;304.63;304.63
1994-02-02;307.65;307.65;307.65
1994-02-03;305.72;305.72;305.72
1994-02-04;305.96;305.96;305.96
1994-02-07;298.32;298.32;298.32
1994-02-08;301.59;301.59;301.59
1994-02-09;300.8;300.8;300.8
1994-02-10;293.58;293.58;293.58
1994-02-11;288.77;288.77;288.77
1994-02-14;289.2;289.2;289.2
1994-02-15;293.01;293.01;293.01
1994-02-16;298.21;298.21;298.21
1994-02-17;305.4;305.4;305.4
1994-02-18;303.73;303.73;303.73
1994-02-21;302.74;302.74;302.74
1994-02-22;300.06;300.06;300.06
1994-02-23;301.6;301.6;301.6
1994-02-24;294.29;294.29;294.29
1994-02-25;292.83;292.83;292.83
1994-02-28;294.38;294.38;294.38
1994-03-01;290.21;290.21;290.21
1994-03-02;284.98;284.98;284.98
1994-03-03;287.58;287.58;287.58
1994-03-04;289.47;289.47;289.47
1994-03-07;294.11;294.11;294.11
1994-03-08;292.15;292.15;292.15
1994-03-09;292.89;292.89;292.89
1994-03-10;291.51;291.51;291.51
1994-03-11;287.5;287.5;287.5
1994-03-14;293.83;293.83;293.83
1994-03-15;294.08;294.08;294.08
1994-03-16;293.61;293.61;293.61
1994-03-17;291.58;291.58;291.58
1994-03-18;288.45;288.45;288.45
1994-03-21;285.42;285.42;285.42
1994-03-22;285.28;285.28;285.28
1994-03-23;284.47;284.47;284.47
1994-03-24;281.7;281.7;281.7
1994-03-25;275.15;275.15;275.15
1994-03-28;274.14;274.14;274.14
1994-03-29;270.76;270.76;270.76
1994-03-30;269.83;269.83;269.83
1994-03-31;267.68;267.68;267.68
1994-04-05;272.82;272.82;272.82
1994-04-06;281.62;281.62;281.62
1994-04-07;282.2;282.2;282.2
1994-04-08;283.8;283.8;283.8
1994-04-11;286.34;286.34;286.34
1994-04-12;287.18;287.18;287.18
1994-04-13;286.41;286.41;286.41
1994-04-14;280.94;280.94;280.94
1994-04-15;279.19;279.19;279.19
1994-04-18;279.36;279.36;279.36
1994-04-19;275.48;275.48;275.48
1994-04-20;274.41;274.41;274.41
1994-04-21;273.88;273.88;273.88
1994-04-22;279.35;279.35;279.35
1994-04-25;279.31;279.31;279.31
1994-04-26;281.01;281.01;281.01
1994-04-27;283.56;283.56;283.56
1994-04-28;281.13;281.13;281.13
1994-04-29;283.33;283.33;283.33
1994-05-02;286.55;286.55;286.55
1994-05-03;290.82;290.82;290.82
1994-05-04;289.2;289.2;289.2
1994-05-05;292.23;292.23;292.23
1994-05-06;289.17;289.17;289.17
1994-05-09;285.79;285.79;285.79
1994-05-10;287.02;287.02;287.02
1994-05-11;287.96;287.96;287.96
1994-05-13;294.4;294.4;294.4
1994-05-16;296.48;296.48;296.48
1994-05-17;298.3;298.3;298.3
1994-05-18;295.39;295.39;295.39
1994-05-19;295.8;295.8;295.8
1994-05-20;292.86;292.86;292.86
1994-05-24;290.78;290.78;290.78
1994-05-25;288.26;288.26;288.26
1994-05-26;291.08;291.08;291.08
1994-05-27;292.22;292.22;292.22
1994-05-30;289.2;289.2;289.2
1994-05-31;284.39;284.39;284.39
1994-06-01;283.35;283.35;283.35
1994-06-02;282.32;282.32;282.32
1994-06-03;284.12;284.12;284.12
1994-06-06;286.71;286.71;286.71
1994-06-07;282.07;282.07;282.07
1994-06-08;283.5;283.5;283.5
1994-06-09;280.15;280.15;280.15
1994-06-10;279.24;279.24;279.24
1994-06-13;277.45;277.45;277.45
1994-06-14;278.01;278.01;278.01
1994-06-15;278.96;278.96;278.96
1994-06-16;274.84;274.84;274.84
1994-06-17;271.26;271.26;271.26
1994-06-20;261.9;261.9;261.9
1994-06-21;259.73;259.73;259.73
1994-06-22;260.87;260.87;260.87
1994-06-23;264.16;264.16;264.16
1994-06-27;258.17;258.17;258.17
1994-06-28;262.51;262.51;262.51
1994-06-29;263.62;263.62;263.62
1994-06-30;264.24;264.24;264.24
1994-07-01;258.33;258.33;258.33
1994-07-04;260.31;260.31;260.31
1994-07-05;256.47;256.47;256.47
1994-07-06;255.89;255.89;255.89
1994-07-07;259.15;259.15;259.15
1994-07-08;260.74;260.74;260.74
1994-07-11;265.81;265.81;265.81
1994-07-12;267.03;267.03;267.03
1994-07-13;270.15;270.15;270.15
1994-07-14;271.99;271.99;271.99
1994-07-15;274.2;274.2;274.2
1994-07-18;277.22;277.22;277.22
1994-07-19;278.07;278.07;278.07
1994-07-20;280.06;280.06;280.06
1994-07-21;279.59;279.59;279.59
1994-07-22;284.5;284.5;284.5
1994-07-25;284.14;284.14;284.14
1994-07-26;284.83;284.83;284.83
1994-07-27;282.8;282.8;282.8
1994-07-28;279.58;279.58;279.58
1994-07-29;283.6;283.6;283.6
1994-08-01;286.61;286.61;286.61
1994-08-02;291.61;291.61;291.61
1994-08-03;291.18;291.18;291.18
1994-08-04;289.88;289.88;289.88
1994-08-05;286.61;286.61;286.61
1994-08-08;288.85;288.85;288.85
1994-08-09;286.97;286.97;286.97
1994-08-10;283.69;283.69;283.69
1994-08-11;278.2;278.2;278.2
1994-08-12;272.51;272.51;272.51
1994-08-15;269.36;269.36;269.36
1994-08-16;269.7;269.7;269.7
1994-08-17;271.03;271.03;271.03
1994-08-18;272.9;272.9;272.9
1994-08-19;274.13;274.13;274.13
1994-08-22;273.36;273.36;273.36
1994-08-23;271.83;271.83;271.83
1994-08-24;278.2;278.2;278.2
1994-08-25;278.94;278.94;278.94
1994-08-26;283.28;283.28;283.28
1994-08-29;284.56;284.56;284.56
1994-08-30;281.98;281.98;281.98
1994-08-31;282.46;282.46;282.46
1994-09-01;284;284;284
1994-09-02;286.34;286.34;286.34
1994-09-05;279.47;279.47;279.47
1994-09-06;278.34;278.34;278.34
1994-09-07;280.14;280.14;280.14
1994-09-08;280.54;280.54;280.54
1994-09-09;279.11;279.11;279.11
1994-09-12;281.65;281.65;281.65
1994-09-13;282.77;282.77;282.77
1994-09-14;282.47;282.47;282.47
1994-09-15;284.58;284.58;284.58
1994-09-16;282.06;282.06;282.06
1994-09-19;280.74;280.74;280.74
1994-09-20;278.64;278.64;278.64
1994-09-21;275.95;275.95;275.95
1994-09-22;275.53;275.53;275.53
1994-09-23;278.67;278.67;278.67
1994-09-26;276.56;276.56;276.56
1994-09-27;276.86;276.86;276.86
1994-09-28;278.52;278.52;278.52
1994-09-29;274.4;274.4;274.4
1994-09-30;273.5;273.5;273.5
1994-10-03;271.79;271.79;271.79
1994-10-04;272.29;272.29;272.29
1994-10-05;267.64;267.64;267.64
1994-10-06;267.99;267.99;267.99
1994-10-07;266.73;266.73;266.73
1994-10-10;270.43;270.43;270.43
1994-10-11;275.56;275.56;275.56
1994-10-12;277.18;277.18;277.18
1994-10-13;283.19;283.19;283.19
1994-10-14;283.92;283.92;283.92
1994-10-17;285.64;285.64;285.64
1994-10-18;284.46;284.46;284.46
1994-10-19;284.24;284.24;284.24
1994-10-20;285.04;285.04;285.04
1994-10-21;283.48;283.48;283.48
1994-10-24;283.5;283.5;283.5
1994-10-25;281.6;281.6;281.6
1994-10-26;282.93;282.93;282.93
1994-10-27;284.79;284.79;284.79
1994-10-28;285.74;285.74;285.74
1994-10-31;288.96;288.96;288.96
1994-11-01;287.76;287.76;287.76
1994-11-02;285.34;285.34;285.34
1994-11-03;280.03;280.03;280.03
1994-11-04;279.54;279.54;279.54
1994-11-07;276.82;276.82;276.82
1994-11-08;280.43;280.43;280.43
1994-11-09;284.1;284.1;284.1
1994-11-10;284.13;284.13;284.13
1994-11-11;284.69;284.69;284.69
1994-11-14;292.14;292.14;292.14
1994-11-15;294.1;294.1;294.1
1994-11-16;296.09;296.09;296.09
1994-11-17;292.98;292.98;292.98
1994-11-18;293.92;293.92;293.92
1994-11-21;296.33;296.33;296.33
1994-11-22;291.59;291.59;291.59
1994-11-23;286.92;286.92;286.92
1994-11-24;291.68;291.68;291.68
1994-11-25;290.65;290.65;290.65
1994-11-28;292.39;292.39;292.39
1994-11-29;292.51;292.51;292.51
1994-11-30;293.77;293.77;293.77
1994-12-01;291.95;291.95;291.95
1994-12-02;289.51;289.51;289.51
1994-12-05;292.37;292.37;292.37
1994-12-06;287.46;287.46;287.46
1994-12-07;284.71;284.71;284.71
1994-12-08;286.04;286.04;286.04
1994-12-09;283.61;283.61;283.61
1994-12-12;282.36;282.36;282.36
1994-12-13;285.19;285.19;285.19
1994-12-14;284.18;284.18;284.18
1994-12-15;285.43;285.43;285.43
1994-12-16;285.33;285.33;285.33
1994-12-19;283.95;283.95;283.95
1994-12-20;284.29;284.29;284.29
1994-12-21;283.82;283.82;283.82
1994-12-22;285.95;285.95;285.95
1994-12-23;285.09;285.09;285.09
1994-12-27;286.01;286.01;286.01
1994-12-28;283.5;283.5;283.5
1994-12-29;282.42;282.42;282.42
1994-12-30;284.4;284.4;284.4
1995-01-02;287.13;287.13;287.13
1995-01-03;288.6;288.6;288.6
1995-01-04;290.65;290.65;290.65
1995-01-05;291.51;291.51;291.51
1995-01-09;291.81;291.81;291.81
1995-01-10;292.13;292.13;292.13
1995-01-11;293.32;293.32;293.32
1995-01-12;289.79;289.79;289.79
1995-01-13;291.27;291.27;291.27
1995-01-16;293.85;293.85;293.85
1995-01-17;292.76;292.76;292.76
1995-01-18;292.97;292.97;292.97
1995-01-19;291.43;291.43;291.43
1995-01-20;290.08;290.08;290.08
1995-01-23;285.72;285.72;285.72
1995-01-24;289.37;289.37;289.37
1995-01-25;288;288;288
1995-01-26;289.3;289.3;289.3
1995-01-27;290.21;290.21;290.21
1995-01-30;288.68;288.68;288.68
1995-01-31;287.99;287.99;287.99
1995-02-01;292.01;292.01;292.01
1995-02-02;291.69;291.69;291.69
1995-02-03;293.95;293.95;293.95
1995-02-06;296.78;296.78;296.78
1995-02-07;295.97;295.97;295.97
1995-02-08;293.62;293.62;293.62
1995-02-09;298.23;298.23;298.23
1995-02-10;297.9;297.9;297.9
1995-02-13;296.72;296.72;296.72
1995-02-14;298.84;298.84;298.84
1995-02-15;298.01;298.01;298.01
1995-02-16;295.1;295.1;295.1
1995-02-17;292.18;292.18;292.18
1995-02-20;292.73;292.73;292.73
1995-02-21;293.7;293.7;293.7
1995-02-22;291.81;291.81;291.81
1995-02-23;290.54;290.54;290.54
1995-02-24;291.15;291.15;291.15
1995-02-27;289.18;289.18;289.18
1995-02-28;288.01;288.01;288.01
1995-03-01;290.07;290.07;290.07
1995-03-02;286.33;286.33;286.33
1995-03-03;283.25;283.25;283.25
1995-03-06;277.08;277.08;277.08
1995-03-07;274.78;274.78;274.78
1995-03-08;276.91;276.91;276.91
1995-03-09;273.16;273.16;273.16
1995-03-10;278.83;278.83;278.83
1995-03-13;278.89;278.89;278.89
1995-03-14;283.87;283.87;283.87
1995-03-15;283.91;283.91;283.91
1995-03-16;282.86;282.86;282.86
1995-03-17;282.34;282.34;282.34
1995-03-20;284.56;284.56;284.56
1995-03-21;284;284;284
1995-03-22;281.83;281.83;281.83
1995-03-23;279.05;279.05;279.05
1995-03-24;282.48;282.48;282.48
1995-03-27;283.12;283.12;283.12
1995-03-28;282.38;282.38;282.38
1995-03-29;279.02;279.02;279.02
1995-03-30;285.4;285.4;285.4
1995-03-31;283.26;283.26;283.26
1995-04-03;284.21;284.21;284.21
1995-04-04;290.24;290.24;290.24
1995-04-05;289.91;289.91;289.91
1995-04-06;292.64;292.64;292.64
1995-04-07;293.22;293.22;293.22
1995-04-10;293.63;293.63;293.63
1995-04-11;292.86;292.86;292.86
1995-04-12;295.07;295.07;295.07
1995-04-13;294.9;294.9;294.9
1995-04-18;293.15;293.15;293.15
1995-04-19;293.26;293.26;293.26
1995-04-20;293.32;293.32;293.32
1995-04-21;295.02;295.02;295.02
1995-04-24;297.17;297.17;297.17
1995-04-25;299.85;299.85;299.85
1995-04-26;300.49;300.49;300.49
1995-04-27;301.75;301.75;301.75
1995-04-28;304.77;304.77;304.77
1995-05-02;306.27;306.27;306.27
1995-05-03;306.54;306.54;306.54
1995-05-04;308.21;308.21;308.21
1995-05-05;304.98;304.98;304.98
1995-05-08;303.84;303.84;303.84
1995-05-09;305.04;305.04;305.04
1995-05-10;303.92;303.92;303.92
1995-05-11;305.53;305.53;305.53
1995-05-12;307.54;307.54;307.54
1995-05-15;309.82;309.82;309.82
1995-05-16;312.45;312.45;312.45
1995-05-17;309.08;309.08;309.08
1995-05-18;307.36;307.36;307.36
1995-05-19;304.5;304.5;304.5
1995-05-22;308.45;308.45;308.45
1995-05-23;312.37;312.37;312.37
1995-05-24;312.96;312.96;312.96
1995-05-26;310.42;310.42;310.42
1995-05-29;308.53;308.53;308.53
1995-05-30;311.25;311.25;311.25
1995-05-31;310.52;310.52;310.52
1995-06-01;316.32;316.32;316.32
1995-06-02;316.63;316.63;316.63
1995-06-06;315.3;315.3;315.3
1995-06-07;314.4;314.4;314.4
1995-06-08;314.66;314.66;314.66
1995-06-09;315.01;315.01;315.01
1995-06-12;315.5;315.5;315.5
1995-06-13;314.53;314.53;314.53
1995-06-14;310.89;310.89;310.89
1995-06-15;310.44;310.44;310.44
1995-06-16;312.74;312.74;312.74
1995-06-19;316.89;316.89;316.89
1995-06-20;317.15;317.15;317.15
1995-06-21;319.99;319.99;319.99
1995-06-22;321.97;321.97;321.97
1995-06-26;321.46;321.46;321.46
1995-06-27;320.34;320.34;320.34
1995-06-28;317.74;317.74;317.74
1995-06-29;321.81;321.81;321.81
1995-06-30;322.47;322.47;322.47
1995-07-03;325.43;325.43;325.43
1995-07-04;328.07;328.07;328.07
1995-07-05;329.81;329.81;329.81
1995-07-06;331.09;331.09;331.09
1995-07-07;337.5;337.5;337.5
1995-07-10;341.1;341.1;341.1
1995-07-11;340.36;340.36;340.36
1995-07-12;342.94;342.94;342.94
1995-07-13;341.48;341.48;341.48
1995-07-14;338.11;338.11;338.11
1995-07-17;341.51;341.51;341.51
1995-07-18;336.54;336.54;336.54
1995-07-19;336.89;336.89;336.89
1995-07-20;334.82;334.82;334.82
1995-07-21;333.14;333.14;333.14
1995-07-24;334.51;334.51;334.51
1995-07-25;336.75;336.75;336.75
1995-07-26;339.51;339.51;339.51
1995-07-27;343.13;343.13;343.13
1995-07-28;341.93;341.93;341.93
1995-07-31;336.54;336.54;336.54
1995-08-01;332.39;332.39;332.39
1995-08-02;339.19;339.19;339.19
1995-08-03;333.62;333.62;333.62
1995-08-04;335.76;335.76;335.76
1995-08-07;334.28;334.28;334.28
1995-08-08;332.78;332.78;332.78
1995-08-09;329.01;329.01;329.01
1995-08-10;334.59;334.59;334.59
1995-08-11;335.51;335.51;335.51
1995-08-14;333.9;333.9;333.9
1995-08-15;339.02;339.02;339.02
1995-08-16;338.25;338.25;338.25
1995-08-17;339.41;339.41;339.41
1995-08-18;342.32;342.32;342.32
1995-08-21;346.57;346.57;346.57
1995-08-22;345.59;345.59;345.59
1995-08-23;346.07;346.07;346.07
1995-08-24;344.34;344.34;344.34
1995-08-25;344.72;344.72;344.72
1995-08-28;345.64;345.64;345.64
1995-08-29;341.67;341.67;341.67
1995-08-30;340.31;340.31;340.31
1995-08-31;339.88;339.88;339.88
1995-09-01;339.89;339.89;339.89
1995-09-04;343.82;343.82;343.82
1995-09-05;348.24;348.24;348.24
1995-09-06;352.64;352.64;352.64
1995-09-07;357.18;357.18;357.18
1995-09-08;359.9;359.9;359.9
1995-09-11;362.55;362.55;362.55
1995-09-12;361.65;361.65;361.65
1995-09-13;364.24;364.24;364.24
1995-09-14;364.52;364.52;364.52
1995-09-15;365.65;365.65;365.65
1995-09-18;362.62;362.62;362.62
1995-09-19;369.46;369.46;369.46
1995-09-20;366.35;366.35;366.35
1995-09-21;366.31;366.31;366.31
1995-09-22;360.59;360.59;360.59
1995-09-25;359.58;359.58;359.58
1995-09-26;361.13;361.13;361.13
1995-09-27;356.96;356.96;356.96
1995-09-28;358.27;358.27;358.27
1995-09-29;364.63;364.63;364.63
1995-10-02;362.79;362.79;362.79
1995-10-03;360.64;360.64;360.64
1995-10-04;357.65;357.65;357.65
1995-10-05;353.24;353.24;353.24
1995-10-06;355.53;355.53;355.53
1995-10-09;350.33;350.33;350.33
1995-10-10;343.71;343.71;343.71
1995-10-11;349.1;349.1;349.1
1995-10-12;354.88;354.88;354.88
1995-10-13;356.9;356.9;356.9
1995-10-16;355.69;355.69;355.69
1995-10-17;352.96;352.96;352.96
1995-10-18;356.27;356.27;356.27
1995-10-19;352.04;352.04;352.04
1995-10-20;348.95;348.95;348.95
1995-10-23;343.34;343.34;343.34
1995-10-24;343.74;343.74;343.74
1995-10-25;340.84;340.84;340.84
1995-10-26;336.45;336.45;336.45
1995-10-27;331.44;331.44;331.44
1995-10-30;341;341;341
1995-10-31;338.89;338.89;338.89
1995-11-01;335.09;335.09;335.09
1995-11-02;334.26;334.26;334.26
1995-11-03;340.48;340.48;340.48
1995-11-06;335.82;335.82;335.82
1995-11-07;337.86;337.86;337.86
1995-11-08;336.2;336.2;336.2
1995-11-09;336.63;336.63;336.63
1995-11-10;333.29;333.29;333.29
1995-11-13;334.42;334.42;334.42
1995-11-14;331.78;331.78;331.78
1995-11-15;334.39;334.39;334.39
1995-11-16;335.96;335.96;335.96
1995-11-17;336.44;336.44;336.44
1995-11-20;341.5;341.5;341.5
1995-11-21;342.06;342.06;342.06
1995-11-22;341.71;341.71;341.71
1995-11-23;342.73;342.73;342.73
1995-11-24;345.22;345.22;345.22
1995-11-27;345.93;345.93;345.93
1995-11-28;340.78;340.78;340.78
1995-11-29;342.29;342.29;342.29
1995-11-30;342.98;342.98;342.98
1995-12-01;344.04;344.04;344.04
1995-12-04;341.71;341.71;341.71
1995-12-05;341.31;341.31;341.31
1995-12-06;342.7;342.7;342.7
1995-12-07;340.84;340.84;340.84
1995-12-08;338.43;338.43;338.43
1995-12-11;338.01;338.01;338.01
1995-12-12;337.45;337.45;337.45
1995-12-13;335.39;335.39;335.39
1995-12-14;332.21;332.21;332.21
1995-12-15;328.89;328.89;328.89
1995-12-18;325.37;325.37;325.37
1995-12-19;318.23;318.23;318.23
1995-12-20;325.02;325.02;325.02
1995-12-21;329.35;329.35;329.35
1995-12-22;334.46;334.46;334.46
1995-12-27;338.92;338.92;338.92
1995-12-28;339.21;339.21;339.21
1995-12-29;337.96;337.96;337.96
1996-01-02;343.07;343.07;343.07
1996-01-03;348.94;348.94;348.94
1996-01-04;347.4;347.4;347.4
1996-01-05;344.76;344.76;344.76
1996-01-08;341.92;341.92;341.92
1996-01-09;338.95;338.95;338.95
1996-01-10;330.43;330.43;330.43
1996-01-11;331.35;331.35;331.35
1996-01-12;333.14;333.14;333.14
1996-01-15;329.04;329.04;329.04
1996-01-16;332.12;332.12;332.12
1996-01-17;330.19;330.19;330.19
1996-01-18;331.56;331.56;331.56
1996-01-19;332.1;332.1;332.1
1996-01-22;328.92;328.92;328.92
1996-01-23;330.58;330.58;330.58
1996-01-24;333.52;333.52;333.52
1996-01-25;335.4;335.4;335.4
1996-01-26;332.39;332.39;332.39
1996-01-29;333.49;333.49;333.49
1996-01-30;340.42;340.42;340.42
1996-01-31;343.82;343.82;343.82
1996-02-01;346.77;346.77;346.77
1996-02-02;350.42;350.42;350.42
1996-02-05;346.54;346.54;346.54
1996-02-06;349.61;349.61;349.61
1996-02-07;352.33;352.33;352.33
1996-02-08;350.68;350.68;350.68
1996-02-09;355.2;355.2;355.2
1996-02-12;357.84;357.84;357.84
1996-02-13;358.39;358.39;358.39
1996-02-14;356.36;356.36;356.36
1996-02-15;354.72;354.72;354.72
1996-02-16;350.47;350.47;350.47
1996-02-19;350.62;350.62;350.62
1996-02-20;346.87;346.87;346.87
1996-02-21;353.6;353.6;353.6
1996-02-22;364.18;364.18;364.18
1996-02-23;370.23;370.23;370.23
1996-02-26;367.99;367.99;367.99
1996-02-27;371.35;371.35;371.35
1996-02-28;374.41;374.41;374.41
1996-02-29;368.95;368.95;368.95
1996-03-01;372.05;372.05;372.05
1996-03-04;375.16;375.16;375.16
1996-03-05;370.7;370.7;370.7
1996-03-06;369.14;369.14;369.14
1996-03-07;368.33;368.33;368.33
1996-03-08;360.9;360.9;360.9
1996-03-11;361.68;361.68;361.68
1996-03-12;365.55;365.55;365.55
1996-03-13;368.1;368.1;368.1
1996-03-14;371.08;371.08;371.08
1996-03-15;369.09;369.09;369.09
1996-03-18;376.9;376.9;376.9
1996-03-19;381.01;381.01;381.01
1996-03-20;379.32;379.32;379.32
1996-03-21;374.97;374.97;374.97
1996-03-22;377.71;377.71;377.71
1996-03-25;380.72;380.72;380.72
1996-03-26;376.49;376.49;376.49
1996-03-27;379.7;379.7;379.7
1996-03-28;376.03;376.03;376.03
1996-03-29;374.12;374.12;374.12
1996-04-01;369.7;369.7;369.7
1996-04-02;368.33;368.33;368.33
1996-04-03;365.69;365.69;365.69
1996-04-04;364.89;364.89;364.89
1996-04-09;365.75;365.75;365.75
1996-04-10;365.37;365.37;365.37
1996-04-11;368.53;368.53;368.53
1996-04-12;366.61;366.61;366.61
1996-04-15;370.73;370.73;370.73
1996-04-16;367.65;367.65;367.65
1996-04-17;367.26;367.26;367.26
1996-04-18;370.12;370.12;370.12
1996-04-19;375.55;375.55;375.55
1996-04-22;381.73;381.73;381.73
1996-04-23;379.98;379.98;379.98
1996-04-24;378.53;378.53;378.53
1996-04-25;377.86;377.86;377.86
1996-04-26;379.33;379.33;379.33
1996-04-29;376.17;376.17;376.17
1996-04-30;376.81;376.81;376.81
1996-05-02;381.09;381.09;381.09
1996-05-03;380.4;380.4;380.4
1996-05-06;384.67;384.67;384.67
1996-05-07;381.01;381.01;381.01
1996-05-08;379.03;379.03;379.03
1996-05-09;378.55;378.55;378.55
1996-05-10;382.36;382.36;382.36
1996-05-13;380.83;380.83;380.83
1996-05-14;383.89;383.89;383.89
1996-05-15;384.17;384.17;384.17
1996-05-17;387.33;387.33;387.33
1996-05-20;392.47;392.47;392.47
1996-05-21;390.13;390.13;390.13
1996-05-22;390.81;390.81;390.81
1996-05-23;392.82;392.82;392.82
1996-05-24;389.74;389.74;389.74
1996-05-28;389.38;389.38;389.38
1996-05-29;386.59;386.59;386.59
1996-05-30;382.67;382.67;382.67
1996-05-31;386.34;386.34;386.34
1996-06-03;386.44;386.44;386.44
1996-06-04;393.14;393.14;393.14
1996-06-05;393.9;393.9;393.9
1996-06-06;396.17;396.17;396.17
1996-06-07;389.42;389.42;389.42
1996-06-10;395.06;395.06;395.06
1996-06-11;394.05;394.05;394.05
1996-06-12;387.85;387.85;387.85
1996-06-13;386.34;386.34;386.34
1996-06-14;384.08;384.08;384.08
1996-06-17;383.39;383.39;383.39
1996-06-18;384.22;384.22;384.22
1996-06-19;384.2;384.2;384.2
1996-06-20;386.2;386.2;386.2
1996-06-24;387.65;387.65;387.65
1996-06-25;384.32;384.32;384.32
1996-06-26;383.47;383.47;383.47
1996-06-27;380.41;380.41;380.41
1996-06-28;384.95;384.95;384.95
1996-07-01;387.2;387.2;387.2
