id;NormKurs50;NormKurs200;NumberRise50;NumberRise200;MA50Norm;MA200Norm;MA50NormDiff;MA200NormDiff;RSI_9;RSI_14;RSI9_diff;RSI14_diff;RSI3sign;Stoch_Sk1383;Stoch_Sd1383;Stoch_Sk533;Stoch_Sd533;Stoch_Sk2177;Stoch_Sd2177;Stoch_Sk211414;Stoch_Sd211414;Stoch_Sk31414;Stoch_Sd31414;MACD_12_26_9;MACDS_12_26_9;MACD_5_35_5;MACDS_5_35_5;MACD_12_26_9Diff;MACDS_12_26_9Diff;MACD_5_35_5Diff;MACDS_5_35_5Diff;MACD_12_26_9DiffDirChange;MACDS_12_26_9DiffDirChange;MACD_5_35_5DiffDirChange;MACDS_5_35_5DiffDirChange;week_of_year;day_of_year;day_of_month;day_week__0;day_week__1;day_week__2;day_week__3;day_week__4;month_year__1;month_year__2;month_year__3;month_year__4;month_year__5;month_year__6;month_year__7;month_year__8;month_year__9;month_year__10;month_year__11;month_year__12;week_month__1;week_month__2;week_month__3;week_month__4;week_month__5;week_month__6
200;0.90625;0.9582741981265966;0.52;0.535;-0.04045016987542446;-0.08197798697621746;-0.007124445806370504;-0.006623086134442721;60.97989199932836;61.91232857570565;6.340612498132664;3.8692379179103753;0.0;74.36004309881692;83.29324673046415;36.799105607155546;36.799105607155546;90.19798833020357;90.19798833020357;81.8855124717193;81.8855124717193;81.8855124717193;81.8855124717193;1.757167851460565;1.7378325393571354;3.2162273546940128;3.683056609577267;-0.07935784994032248;0.004833828025857301;-0.20746757145229824;-0.2334146274416273;-0.36;0.0;-0.21600000000000003;-0.36;30;204;23;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
201;0.9266581632653058;0.9673573658813509;0.54;0.535;-0.04178107344632751;-0.08349929378531071;-0.0013309035709030484;-0.0015213068090932508;62.66668803380604;62.976519868947676;1.6867960344776876;1.0641912932420254;0.0;68.76665788480909;74.8788498433046;36.01651186790527;36.01651186790527;84.83653180694091;84.83653180694091;83.04891321226107;83.04891321226107;83.04891321226107;83.04891321226107;1.7004952584707382;1.730365083179856;3.1149287475815584;3.4936806555786983;-0.05667259298982685;-0.007467456177279397;-0.10129860711245442;-0.18937595399856955;-0.21600000000000003;-1.0;-0.13;-0.21600000000000003;30;205;24;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0
202;0.9451530612244888;0.9755889866590971;0.56;0.535;-0.0426555782648527;-0.08482134047501591;-0.0008745048185251902;-0.001322046689705203;64.22398548382763;63.9544288481913;1.5572974500215937;0.9779089792436296;0.0;64.5837785073771;69.23682649700105;57.456140350877206;57.456140350877206;78.96110240809948;78.96110240809948;84.13109285859628;84.13109285859628;84.13109285859628;84.13109285859628;1.6598486940659145;1.7162618053570675;3.074019832962932;3.353793714706776;-0.04064656440482395;-0.014103277822788309;-0.04090891461862611;-0.13988694087192188;-0.13;-0.6;0.0;-0.13;31;208;27;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
203;1.0;1.0;0.58;0.535;-0.054380647852078315;-0.09675656888641752;-0.011725069587225606;-0.0119352284114016;72.79075770726595;69.76661393972533;8.56677222343832;5.812185091534027;0.0;65.10575652935512;66.15206430718045;82.74853801169589;82.74853801169589;73.08567300925804;73.08567300925804;85.21327250493148;85.21327250493148;85.21327250493148;85.21327250493148;1.7662384376910154;1.726257131823857;3.5385582972222664;3.4153819088786066;0.10638974362510112;0.009995326466789578;0.4645384642593342;0.06158819417183015;1.0;1.0;1.0;1.0;31;209;28;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
204;1.0;1.0;0.6;0.535;-0.06193144273127733;-0.10499552588105744;-0.007550794879199019;-0.008238956994639932;77.16925388693542;73.11463926417187;4.378496179669469;3.348025324446553;0.0;65.10575652935512;64.93176385536246;96.92982456140345;96.92982456140345;67.42110286186625;67.42110286186625;86.27525474356004;86.27525474356004;86.27525474356004;86.27525474356004;1.9427405053438351;1.7695538065278529;4.159961065511055;3.6635749610894224;0.1765020676528195;0.04329667470399557;0.6214027682887888;0.24819305221081625;0.6;0.6;0.6;0.6;31;210;29;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
205;0.9967051070840196;0.9984110169491524;0.6;0.53;-0.059230133590414236;-0.1040965431758712;0.002701309140863091;0.0008989827051862492;76.59061914719439;72.74991841982087;-0.5786347397410339;-0.3647208443510124;0.0;65.58369770582564;65.26507025484531;99.53051643192474;99.53051643192474;63.91911203191572;63.91911203191572;87.21531902395544;87.21531902395544;87.21531902395544;87.21531902395544;2.054099783358538;1.8264630018939896;4.457511677664911;3.9282205332812516;0.11135927801470302;0.05690919536613692;0.2975506121538558;0.2646455721918297;0.36;0.36;0.36;0.36;31;211;30;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
206;0.9917627677100492;0.9960275423728812;0.58;0.525;-0.05654654447736479;-0.10305071315372423;0.002683589113049445;0.0010458300221469763;75.64527324000191;72.17132247053823;-0.9453459071924896;-0.5785959492826294;0.0;70.05922407873646;66.91622610463911;87.94992175273848;87.94992175273848;64.42222324278153;64.42222324278153;88.12720507953247;88.12720507953247;88.12720507953247;88.12720507953247;2.1107590492292156;1.8833222113610348;4.537311846842044;4.1312509711348495;0.05665926587067816;0.056859209467045264;0.07980016917713327;0.20303043785359745;0.21600000000000003;0.21600000000000003;0.21600000000000003;0.21600000000000003;31;212;31;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0
207;0.9038208168642946;0.9613347457627116;0.58;0.525;-0.04562369628702505;-0.09442288972326526;0.010922848190339745;0.008627823430458953;63.05775894557683;64.20751504038736;-12.58751429442507;-7.9638074301508786;0.0;77.99672407873643;71.21321528776622;65.25821596244113;65.25821596244113;66.45029310907701;66.45029310907701;88.84824715552112;88.84824715552112;88.84824715552112;88.84824715552112;2.0265945532677283;1.9119766797423736;4.139643215456516;4.134048385908739;-0.08416449596148823;0.028654468381338564;-0.3976686313855282;0.002797414773889173;-1.0;0.13;-1.0;0.13;32;215;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
208;0.9410949410949416;0.9774894067796612;0.58;0.53;-0.047670151630547414;-0.09772450321955292;-0.002046455343522359;-0.003301613496287659;65.98615578225386;66.07516545071003;2.9283968366770448;1.867650410322668;0.0;82.25930126533774;76.77174980760358;37.56824236342562;37.56824236342562;69.79306536540193;69.79306536540193;89.32307435601089;89.32307435601089;89.32307435601089;89.32307435601089;1.9862195828902716;1.926825260371953;3.982043647260895;4.083380139692791;-0.04037497037745652;0.0148485806295795;-0.1575995681956215;-0.05066824621594801;-0.6;0.0;-0.6;-1.0;32;216;4;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
209;1.0;1.0;0.58;0.535;-0.06145697167755959;-0.11212792755991301;-0.013786820047012177;-0.014403424340360071;74.87441351034155;72.29596533865914;8.888257728087678;6.220799887949113;0.0;87.85268647934555;82.70290394113994;32.10049098663233;32.10049098663233;74.37412476537807;74.37412476537807;89.69189006649584;89.69189006649584;89.69189006649584;89.69189006649584;2.1273933857809766;1.9669388854537575;4.489628296040308;4.21879619180863;0.14117380289070525;0.040113625081804605;0.5075846487794138;0.13541605211583896;1.0;0.0;1.0;1.0;32;217;5;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
