id;Time;High;Low;Close
2159;1995-05-08;303.84;303.84;303.84
2160;1995-05-09;305.04;305.04;305.04
2161;1995-05-10;303.92;303.92;303.92
2162;1995-05-11;305.53;305.53;305.53
2163;1995-05-12;307.54;307.54;307.54
2164;1995-05-15;309.82;309.82;309.82
2165;1995-05-16;312.45;312.45;312.45
2166;1995-05-17;309.08;309.08;309.08
2167;1995-05-18;307.36;307.36;307.36
2168;1995-05-19;304.5;304.5;304.5
2169;1995-05-22;308.45;308.45;308.45
2170;1995-05-23;312.37;312.37;312.37
2171;1995-05-24;312.96;312.96;312.96
2172;1995-05-26;310.42;310.42;310.42
2173;1995-05-29;308.53;308.53;308.53
2174;1995-05-30;311.25;311.25;311.25
2175;1995-05-31;310.52;310.52;310.52
2176;1995-06-01;316.32;316.32;316.32
2177;1995-06-02;316.63;316.63;316.63
2178;1995-06-06;315.3;315.3;315.3
2179;1995-06-07;314.4;314.4;314.4
2180;1995-06-08;314.66;314.66;314.66
2181;1995-06-09;315.01;315.01;315.01
2182;1995-06-12;315.5;315.5;315.5
2183;1995-06-13;314.53;314.53;314.53
2184;1995-06-14;310.89;310.89;310.89
2185;1995-06-15;310.44;310.44;310.44
2186;1995-06-16;312.74;312.74;312.74
2187;1995-06-19;316.89;316.89;316.89
2188;1995-06-20;317.15;317.15;317.15
2189;1995-06-21;319.99;319.99;319.99
2190;1995-06-22;321.97;321.97;321.97
2191;1995-06-26;321.46;321.46;321.46
2192;1995-06-27;320.34;320.34;320.34
2193;1995-06-28;317.74;317.74;317.74
2194;1995-06-29;321.81;321.81;321.81
2195;1995-06-30;322.47;322.47;322.47
2196;1995-07-03;325.43;325.43;325.43
2197;1995-07-04;328.07;328.07;328.07
2198;1995-07-05;329.81;329.81;329.81
2199;1995-07-06;331.09;331.09;331.09
2200;1995-07-07;337.5;337.5;337.5
2201;1995-07-10;341.1;341.1;341.1
2202;1995-07-11;340.36;340.36;340.36
2203;1995-07-12;342.94;342.94;342.94
2204;1995-07-13;341.48;341.48;341.48
2205;1995-07-14;338.11;338.11;338.11
2206;1995-07-17;341.51;341.51;341.51
2207;1995-07-18;336.54;336.54;336.54
2208;1995-07-19;336.89;336.89;336.89
2209;1995-07-20;334.82;334.82;334.82
2210;1995-07-21;333.14;333.14;333.14
2211;1995-07-24;334.51;334.51;334.51
2212;1995-07-25;336.75;336.75;336.75
2213;1995-07-26;339.51;339.51;339.51
2214;1995-07-27;343.13;343.13;343.13
2215;1995-07-28;341.93;341.93;341.93
2216;1995-07-31;336.54;336.54;336.54
2217;1995-08-01;332.39;332.39;332.39
2218;1995-08-02;339.19;339.19;339.19
2219;1995-08-03;333.62;333.62;333.62
2220;1995-08-04;335.76;335.76;335.76
2221;1995-08-07;334.28;334.28;334.28
2222;1995-08-08;332.78;332.78;332.78
2223;1995-08-09;329.01;329.01;329.01
2224;1995-08-10;334.59;334.59;334.59
2225;1995-08-11;335.51;335.51;335.51
2226;1995-08-14;333.9;333.9;333.9
2227;1995-08-15;339.02;339.02;339.02
2228;1995-08-16;338.25;338.25;338.25
2229;1995-08-17;339.41;339.41;339.41
2230;1995-08-18;342.32;342.32;342.32
2231;1995-08-21;346.57;346.57;346.57
2232;1995-08-22;345.59;345.59;345.59
2233;1995-08-23;346.07;346.07;346.07
2234;1995-08-24;344.34;344.34;344.34
2235;1995-08-25;344.72;344.72;344.72
2236;1995-08-28;345.64;345.64;345.64
2237;1995-08-29;341.67;341.67;341.67
2238;1995-08-30;340.31;340.31;340.31
2239;1995-08-31;339.88;339.88;339.88
2240;1995-09-01;339.89;339.89;339.89
2241;1995-09-04;343.82;343.82;343.82
2242;1995-09-05;348.24;348.24;348.24
2243;1995-09-06;352.64;352.64;352.64
2244;1995-09-07;357.18;357.18;357.18
2245;1995-09-08;359.9;359.9;359.9
2246;1995-09-11;362.55;362.55;362.55
2247;1995-09-12;361.65;361.65;361.65
2248;1995-09-13;364.24;364.24;364.24
2249;1995-09-14;364.52;364.52;364.52
2250;1995-09-15;365.65;365.65;365.65
2251;1995-09-18;362.62;362.62;362.62
2252;1995-09-19;369.46;369.46;369.46
2253;1995-09-20;366.35;366.35;366.35
2254;1995-09-21;366.31;366.31;366.31
2255;1995-09-22;360.59;360.59;360.59
2256;1995-09-25;359.58;359.58;359.58
2257;1995-09-26;361.13;361.13;361.13
2258;1995-09-27;356.96;356.96;356.96
2259;1995-09-28;358.27;358.27;358.27
2260;1995-09-29;364.63;364.63;364.63
2261;1995-10-02;362.79;362.79;362.79
2262;1995-10-03;360.64;360.64;360.64
2263;1995-10-04;357.65;357.65;357.65
2264;1995-10-05;353.24;353.24;353.24
2265;1995-10-06;355.53;355.53;355.53
2266;1995-10-09;350.33;350.33;350.33
2267;1995-10-10;343.71;343.71;343.71
2268;1995-10-11;349.1;349.1;349.1
2269;1995-10-12;354.88;354.88;354.88
2270;1995-10-13;356.9;356.9;356.9
2271;1995-10-16;355.69;355.69;355.69
2272;1995-10-17;352.96;352.96;352.96
2273;1995-10-18;356.27;356.27;356.27
2274;1995-10-19;352.04;352.04;352.04
2275;1995-10-20;348.95;348.95;348.95
2276;1995-10-23;343.34;343.34;343.34
2277;1995-10-24;343.74;343.74;343.74
2278;1995-10-25;340.84;340.84;340.84
2279;1995-10-26;336.45;336.45;336.45
2280;1995-10-27;331.44;331.44;331.44
2281;1995-10-30;341.0;341.0;341.0
2282;1995-10-31;338.89;338.89;338.89
2283;1995-11-01;335.09;335.09;335.09
2284;1995-11-02;334.26;334.26;334.26
2285;1995-11-03;340.48;340.48;340.48
2286;1995-11-06;335.82;335.82;335.82
2287;1995-11-07;337.86;337.86;337.86
2288;1995-11-08;336.2;336.2;336.2
2289;1995-11-09;336.63;336.63;336.63
2290;1995-11-10;333.29;333.29;333.29
2291;1995-11-13;334.42;334.42;334.42
2292;1995-11-14;331.78;331.78;331.78
2293;1995-11-15;334.39;334.39;334.39
2294;1995-11-16;335.96;335.96;335.96
2295;1995-11-17;336.44;336.44;336.44
2296;1995-11-20;341.5;341.5;341.5
2297;1995-11-21;342.06;342.06;342.06
2298;1995-11-22;341.71;341.71;341.71
2299;1995-11-23;342.73;342.73;342.73
2300;1995-11-24;345.22;345.22;345.22
2301;1995-11-27;345.93;345.93;345.93
2302;1995-11-28;340.78;340.78;340.78
2303;1995-11-29;342.29;342.29;342.29
2304;1995-11-30;342.98;342.98;342.98
2305;1995-12-01;344.04;344.04;344.04
2306;1995-12-04;341.71;341.71;341.71
2307;1995-12-05;341.31;341.31;341.31
2308;1995-12-06;342.7;342.7;342.7
2309;1995-12-07;340.84;340.84;340.84
2310;1995-12-08;338.43;338.43;338.43
2311;1995-12-11;338.01;338.01;338.01
2312;1995-12-12;337.45;337.45;337.45
2313;1995-12-13;335.39;335.39;335.39
2314;1995-12-14;332.21;332.21;332.21
2315;1995-12-15;328.89;328.89;328.89
2316;1995-12-18;325.37;325.37;325.37
2317;1995-12-19;318.23;318.23;318.23
2318;1995-12-20;325.02;325.02;325.02
2319;1995-12-21;329.35;329.35;329.35
2320;1995-12-22;334.46;334.46;334.46
2321;1995-12-27;338.92;338.92;338.92
2322;1995-12-28;339.21;339.21;339.21
2323;1995-12-29;337.96;337.96;337.96
2324;1996-01-02;343.07;343.07;343.07
2325;1996-01-03;348.94;348.94;348.94
2326;1996-01-04;347.4;347.4;347.4
2327;1996-01-05;344.76;344.76;344.76
2328;1996-01-08;341.92;341.92;341.92
2329;1996-01-09;338.95;338.95;338.95
2330;1996-01-10;330.43;330.43;330.43
2331;1996-01-11;331.35;331.35;331.35
2332;1996-01-12;333.14;333.14;333.14
2333;1996-01-15;329.04;329.04;329.04
2334;1996-01-16;332.12;332.12;332.12
2335;1996-01-17;330.19;330.19;330.19
2336;1996-01-18;331.56;331.56;331.56
2337;1996-01-19;332.1;332.1;332.1
2338;1996-01-22;328.92;328.92;328.92
2339;1996-01-23;330.58;330.58;330.58
2340;1996-01-24;333.52;333.52;333.52
2341;1996-01-25;335.4;335.4;335.4
2342;1996-01-26;332.39;332.39;332.39
2343;1996-01-29;333.49;333.49;333.49
2344;1996-01-30;340.42;340.42;340.42
2345;1996-01-31;343.82;343.82;343.82
2346;1996-02-01;346.77;346.77;346.77
2347;1996-02-02;350.42;350.42;350.42
2348;1996-02-05;346.54;346.54;346.54
2349;1996-02-06;349.61;349.61;349.61
2350;1996-02-07;352.33;352.33;352.33
2351;1996-02-08;350.68;350.68;350.68
2352;1996-02-09;355.2;355.2;355.2
2353;1996-02-12;357.84;357.84;357.84
2354;1996-02-13;358.39;358.39;358.39
2355;1996-02-14;356.36;356.36;356.36
2356;1996-02-15;354.72;354.72;354.72
2357;1996-02-16;350.47;350.47;350.47
2358;1996-02-19;350.62;350.62;350.62
2359;1996-02-20;346.87;346.87;346.87
2360;1996-02-21;353.6;353.6;353.6
2361;1996-02-22;364.18;364.18;364.18
2362;1996-02-23;370.23;370.23;370.23
2363;1996-02-26;367.99;367.99;367.99
2364;1996-02-27;371.35;371.35;371.35
2365;1996-02-28;374.41;374.41;374.41
2366;1996-02-29;368.95;368.95;368.95
2367;1996-03-01;372.05;372.05;372.05
2368;1996-03-04;375.16;375.16;375.16
2369;1996-03-05;370.7;370.7;370.7
2370;1996-03-06;369.14;369.14;369.14
2371;1996-03-07;368.33;368.33;368.33
2372;1996-03-08;360.9;360.9;360.9
2373;1996-03-11;361.68;361.68;361.68
2374;1996-03-12;365.55;365.55;365.55
2375;1996-03-13;368.1;368.1;368.1
2376;1996-03-14;371.08;371.08;371.08
2377;1996-03-15;369.09;369.09;369.09
2378;1996-03-18;376.9;376.9;376.9
2379;1996-03-19;381.01;381.01;381.01
2380;1996-03-20;379.32;379.32;379.32
2381;1996-03-21;374.97;374.97;374.97
2382;1996-03-22;377.71;377.71;377.71
2383;1996-03-25;380.72;380.72;380.72
2384;1996-03-26;376.49;376.49;376.49
2385;1996-03-27;379.7;379.7;379.7
2386;1996-03-28;376.03;376.03;376.03
2387;1996-03-29;374.12;374.12;374.12
2388;1996-04-01;369.7;369.7;369.7
2389;1996-04-02;368.33;368.33;368.33
2390;1996-04-03;365.69;365.69;365.69
2391;1996-04-04;364.89;364.89;364.89
2392;1996-04-09;365.75;365.75;365.75
2393;1996-04-10;365.37;365.37;365.37
2394;1996-04-11;368.53;368.53;368.53
2395;1996-04-12;366.61;366.61;366.61
2396;1996-04-15;370.73;370.73;370.73
2397;1996-04-16;367.65;367.65;367.65
2398;1996-04-17;367.26;367.26;367.26
2399;1996-04-18;370.12;370.12;370.12
2400;1996-04-19;375.55;375.55;375.55
2401;1996-04-22;381.73;381.73;381.73
2402;1996-04-23;379.98;379.98;379.98
2403;1996-04-24;378.53;378.53;378.53
2404;1996-04-25;377.86;377.86;377.86
2405;1996-04-26;379.33;379.33;379.33
2406;1996-04-29;376.17;376.17;376.17
2407;1996-04-30;376.81;376.81;376.81
2408;1996-05-02;381.09;381.09;381.09
2409;1996-05-03;380.4;380.4;380.4
2410;1996-05-06;384.67;384.67;384.67
2411;1996-05-07;381.01;381.01;381.01
2412;1996-05-08;379.03;379.03;379.03
2413;1996-05-09;378.55;378.55;378.55
2414;1996-05-10;382.36;382.36;382.36
2415;1996-05-13;380.83;380.83;380.83
2416;1996-05-14;383.89;383.89;383.89
2417;1996-05-15;384.17;384.17;384.17
2418;1996-05-17;387.33;387.33;387.33
2419;1996-05-20;392.47;392.47;392.47
2420;1996-05-21;390.13;390.13;390.13
2421;1996-05-22;390.81;390.81;390.81
2422;1996-05-23;392.82;392.82;392.82
2423;1996-05-24;389.74;389.74;389.74
2424;1996-05-28;389.38;389.38;389.38
2425;1996-05-29;386.59;386.59;386.59
2426;1996-05-30;382.67;382.67;382.67
2427;1996-05-31;386.34;386.34;386.34
2428;1996-06-03;386.44;386.44;386.44
2429;1996-06-04;393.14;393.14;393.14
2430;1996-06-05;393.9;393.9;393.9
2431;1996-06-06;396.17;396.17;396.17
2432;1996-06-07;389.42;389.42;389.42
2433;1996-06-10;395.06;395.06;395.06
2434;1996-06-11;394.05;394.05;394.05
2435;1996-06-12;387.85;387.85;387.85
2436;1996-06-13;386.34;386.34;386.34
2437;1996-06-14;384.08;384.08;384.08
2438;1996-06-17;383.39;383.39;383.39
2439;1996-06-18;384.22;384.22;384.22
2440;1996-06-19;384.2;384.2;384.2
2441;1996-06-20;386.2;386.2;386.2
2442;1996-06-24;387.65;387.65;387.65
2443;1996-06-25;384.32;384.32;384.32
2444;1996-06-26;383.47;383.47;383.47
2445;1996-06-27;380.41;380.41;380.41
2446;1996-06-28;384.95;384.95;384.95
2447;1996-07-01;387.2;387.2;387.2
2448;1996-07-02;387.27;387.27;387.27
2449;1996-07-03;385.6;385.6;385.6
2450;1996-07-04;384.26;384.26;384.26
2451;1996-07-05;379.28;379.28;379.28
2452;1996-07-08;379.56;379.56;379.56
2453;1996-07-09;382.16;382.16;382.16
2454;1996-07-10;378.82;378.82;378.82
2455;1996-07-11;374.64;374.64;374.64
2456;1996-07-12;373.17;373.17;373.17
2457;1996-07-15;373.69;373.69;373.69
