id;Date;Open;High;Low;Close
200;2019-10-22;1724.550049;1734.709961;1724.380005;1728.219971
201;2019-10-23;1726.52002;1726.52002;1712.77002;1725.869995
202;2019-10-24;1726.0999760000002;1737.459961;1720.369995;1736.97998
203;2019-10-25;1736.550049;1747.300049;1732.2600100000002;1747.300049
204;2019-10-28;1748.550049;1761.8299559999998;1746.319946;1760.310059
205;2019-10-29;1760.2600100000002;1760.2600100000002;1738.140015;1742.319946
206;2019-10-30;1742.22998;1750.040039;1736.890015;1746.810059
207;2019-10-31;1747.5999760000002;1750.72998;1727.890015;1733.680054
208;2019-11-01;1737.5100100000002;1737.5100100000002;1737.5100100000002;1737.5100100000002
209;2019-11-04;1761.180054;1771.369995;1761.050049;1771.030029
210;2019-11-05;1771.140015;1773.709961;1759.640015;1769.530029
211;2019-11-06;1768.619995;1777.819946;1760.589966;1762.790039
212;2019-11-07;1764.069946;1779.8299559999998;1763.810059;1763.810059
213;2019-11-08;1763.8299559999998;1773.609985;1757.280029;1772.560059
214;2019-11-11;1769.680054;1770.959961;1757.109985;1763.5
215;2019-11-12;1763.6700440000002;1776.839966;1758.619995;1774.719971
216;2019-11-13;1773.780029;1773.780029;1753.0799559999998;1766.5999760000002
217;2019-11-14;1766.380005;1767.8499760000002;1755.390015;1757.4200440000002
218;2019-11-15;1759.3299559999998;1773.5100100000002;1742.540039;1756.859985
219;2019-11-18;1757.540039;1763.1500239999998;1741.4000239999998;1745.1700440000002
220;2019-11-19;1745.369995;1758.300049;1739.430054;1743.25
221;2019-11-20;1741.910034;1741.910034;1727.77002;1729.060059
222;2019-11-21;1726.430054;1726.430054;1711.27002;1720.109985
223;2019-11-22;1720.3499760000002;1731.97998;1717.97998;1724.189941
224;2019-11-25;1726.069946;1742.060059;1726.069946;1742.040039
225;2019-11-26;1742.5100100000002;1744.819946;1730.890015;1740.9899899999998
226;2019-11-27;1742.75;1748.939941;1734.97998;1737.800049
227;2019-11-28;1737.0100100000002;1737.5999760000002;1729.380005;1735.300049
228;2019-11-29;1733.25;1737.089966;1720.8499760000002;1730.25
229;2019-12-02;1730.949951;1744.7399899999998;1704.369995;1706.819946
230;2019-12-03;1707.130005;1721.439941;1692.869995;1697.680054
231;2019-12-04;1697.9000239999998;1726.859985;1697.72998;1725.5999760000002
232;2019-12-05;1726.310059;1735.859985;1720.1500239999998;1723.630005
233;2019-12-06;1723.699951;1743.030029;1723.699951;1742.609985
234;2019-12-09;1742.1700440000002;1750.5799559999998;1738.8299559999998;1743.310059
235;2019-12-10;1742.77002;1742.77002;1714.47998;1735.5100100000002
236;2019-12-11;1735.0999760000002;1744.25;1723.75;1741.619995
237;2019-12-12;1741.709961;1760.869995;1732.22998;1758.2399899999998
238;2019-12-13;1761.660034;1780.689941;1761.660034;1770.119995
239;2019-12-16;1770.890015;1787.890015;1767.930054;1787.660034
240;2019-12-17;1787.369995;1791.930054;1781.839966;1791.930054
241;2019-12-18;1790.130005;1796.0799559999998;1782.819946;1787.959961
242;2019-12-19;1787.859985;1793.189941;1779.689941;1783.290039
243;2019-12-20;1783.199951;1795.430054;1783.0799559999998;1794.800049
244;2019-12-23;1794.930054;1800.689941;1791.089966;1795.660034
245;2019-12-27;1796.199951;1802.22998;1792.1700440000002;1798.040039
246;2019-12-30;1797.660034;1798.290039;1769.189941;1771.8499760000002
