id;NormKurs5;NormKurs200;NumberRise200;MA50Norm;MA200Norm;MA50NormDiff;MA200NormDiff;RSI_9;RSI_14;RSI2_diff;RSI3_diff;RSI5_diff;RSI9_diff;RSI10_diff;RSI14_diff;RSI20_diff;RSI25_diff;Stoch_Sk1433;Stoch_Sd1433;Stoch_Sk1338;Stoch_Sd1338;Stoch_Sk533;Stoch_Sd533;Stoch_Sk2177;Stoch_Sd2177;Stoch_Sk211414;Stoch_Sd211414;Stoch_Sk31414;Stoch_Sd31414;MACD_12_26_9;MACDS_12_26_9;MACD_5_35_5;MACDS_5_35_5;MACD_12_26_9Diff;MACDS_12_26_9Diff;MACD_5_35_5Diff;MACDS_5_35_5Diff;MACD_12_26_9DiffDirChange;MACDS_12_26_9DiffDirChange;MACD_5_35_5DiffDirChange;MACDS_5_35_5DiffDirChange;week_of_year;day_of_year;day_of_month;day_week__0;day_week__1;day_week__2;day_week__3;day_week__4;month_year__1;month_year__2;month_year__3;month_year__4;month_year__5;month_year__6;month_year__7;month_year__8;month_year__9;month_year__10;month_year__11;month_year__12;week_month__1;week_month__2;week_month__3;week_month__4;week_month__5;week_month__6
18;0.4880364020339751;;;;;;;45.78279496587162;46.071694664540075;10.810145127383855;6.810632957804934;4.193659471097632;2.724139196123346;2.560110782200944;2.1622269680086177;1.8880276178635782;1.7675654271262005;26.47835248226797;32.64754168421434;;;29.580413653552966;27.456973232143962;;;;;53.13297480978638;;;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;5;29;29;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
19;0.39835587607985246;;;;;;;44.126564898342;44.77540410616956;-12.104477012882704;-5.185167200177702;-2.6727673976645363;-1.65623006752962;-1.5505610443333495;-1.296290558370515;-1.1213371049808813;-1.0442491235146676;35.682991855511204;32.37468055930167;46.28594837334934;;41.479287603868904;33.71122407347952;;;;;55.22849533651204;;;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;5;30;30;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
20;0.58345679340095;;;;;;;41.96310805207767;43.12023020668641;-15.5430766109294;-7.291463923021311;-3.645282262220121;-2.1634568462643244;-2.0129395190865367;-1.6551738994831524;-1.4132243910244497;-1.3078539947623398;34.225117400878425;32.12882057955253;38.52688036746712;;45.487185239070776;38.84896216549755;;;;;55.47656687509019;;;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;5;31;31;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
21;0.0;;;;;;;41.79146226868883;42.99278330168585;-1.4213948712649263;-0.6630886427163034;-0.30801739772766723;-0.17164578338883985;-0.15838524047315872;-0.12744690500056066;-0.10703579695028509;-0.09828791607056786;30.092063897594702;33.333391051328114;34.01721833727135;39.61001569269594;44.12092460219165;43.69579914837711;;;;;52.59436131450834;;;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;6;34;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
22;1.0;;;;;;;61.229368663817;57.671657979556564;66.87486925711619;49.06553956397683;31.560570390322304;19.437906395128167;18.044799283984908;14.678874677870716;12.390918331905631;11.399710187954916;45.69954976425458;36.6722436875759;39.577798492360685;37.373965732366386;63.1959746078208;50.934694816361066;;;;;55.62821949201014;;;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;6;35;4;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
23;1.0;;;;;;;69.2105940474951;64.46990476335706;3.4250645182345494;7.04434056992082;9.099517578411252;7.981225383678108;7.682610756039864;6.798246783800501;6.058628320574812;5.701699277851773;67.20424134583324;47.665285002560836;42.97245416413614;38.855823664589394;79.00448836005934;62.107129190023926;;;;;55.02493704993911;;;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;6;36;5;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
24;1.0;;;;;;;70.4087628575711;65.51280761394742;0.4425842812163694;0.9311823220943296;1.2887604884665365;1.1981688100759982;1.160931693768859;1.0429028505903517;0.9379800828435734;0.8858247332742692;87.26835977087516;66.72405029365433;53.054762540006095;45.20167173216763;92.71315160128206;78.30453818972073;;;;;54.692295068409216;;;0.0;;0.0;;0.0;;0.0;0.0;0.0;0.0;0.0;6;37;6;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
25;0.9697281501656498;;;;;;;69.03558751126094;64.5852323844883;-12.631238916969608;-6.029927593682245;-2.7988534468493214;-1.3731753463101626;-1.2366537465826184;-0.9275752294591229;-0.7341702150938403;-0.6546532122074495;88.6517434587415;81.04144819181663;59.711190786841556;51.912802496994594;87.36592198622994;86.3611873158571;;;;;54.23687907363622;;12.956177350713915;11.645060138232626;;0.0;;11.645060138232626;;0.0;0.0;0.0;0.0;0.0;6;38;7;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
26;1.0;;;;;;;71.47333538851107;66.5705190758415;7.474166526009853;3.9172129481746936;3.1617631791156384;2.437747877250132;2.317051824680547;1.9852866913532097;1.7254196804214814;1.603931982618036;89.04533768110787;88.32181363690817;66.4350736137011;59.73367564684958;87.40871267915365;89.16259542222188;70.96977752253063;;;;53.613815074579065;;15.229037927921581;12.361855696170418;;0.0;2.272860577207666;0.7167955579377914;;0.0;0.0;0.0;0.0;0.0;7;41;10;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
27;1.0;;;;;;;77.7883411067682;71.99725210100145;5.665171449051286;5.840929749956516;6.877910996919553;6.315005718257126;6.103472174740062;5.4267330251599475;4.8206049459676095;4.519031314062005;92.75894388968823;90.1520083431792;74.45824455282248;66.86816965112172;91.33237728377298;88.70233731638552;81.08946440652696;;;;58.154276592817574;;18.92066370290854;13.673617297518042;;0.0;3.69162577498696;1.3117616013476248;;0.0;0.0;0.0;0.0;0.0;7;42;11;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
28;1.0;;;;;;;78.9175956572587;73.01200559303848;0.4346706094641064;0.6815519343532657;1.0662908520205434;1.1292545504905007;1.1067110107862987;1.0147534920370305;0.917776130272614;0.8662465973694822;96.6335387234685;92.81260676475488;83.11434878281284;74.66922231644548;94.40921453429706;91.05010149907457;91.05292148550059;;;;64.0536103364191;55.598607608590704;22.045661689546023;15.34802617592364;;0.0;3.1249979866374815;1.6744088784055968;;0.0;0.0;0.0;0.0;0.0;7;43;12;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
29;0.8312866014214315;;;;;;;73.85883999754951;69.75228145236588;-36.68848948090424;-21.047616840461828;-10.556739985887063;-5.058755659709192;-4.508123455643215;-3.2597241406726027;-2.486485782807563;-2.173225330407277;96.09016989893216;95.16088417069629;91.18436336420265;82.91898556661266;90.46771260455739;92.06976814087581;92.5657575802496;;;;65.4214095371074;56.07079134238006;23.705924822216048;17.01960590518212;;0.0;1.6602631326700248;1.6715797292584824;;0.0;0.0;0.0;0.0;0.0;7;44;13;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
30;0.8699211023622052;;;;;;;74.56738715325584;70.30388404967458;8.483220380693027;2.7814722115593895;1.1559774398537712;0.7085471557063272;0.6637565901687168;0.5516025973087011;0.46962114537583943;0.4321998129149307;94.50006839851552;95.74125900697207;92.71199402723055;89.00356872474867;85.99792380995102;90.29161698293517;92.78767600053366;;;;70.06372143360004;57.16213136969653;24.943953204538957;18.60447536505349;;0.0;1.2380283823229092;1.584869459871367;;0.0;0.0;0.0;0.0;0.0;7;45;14;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
31;0.7919720415216663;;;;;;;75.35641224386171;70.9038740102535;9.42299271918641;3.303485731149067;1.3400735645208357;0.7890250906058753;0.7345538849896087;0.5999899605789238;0.5036653396683732;0.46034028634774415;92.88506971163018;94.49176933635927;92.69821440654692;92.19819059932672;80.01462258189851;85.49341966546898;93.52189263544567;;;;72.33217852812814;58.54669575161021;25.84743314847242;20.053066921737276;;0.0;0.903479943933462;1.4485915566837875;;0.0;0.0;0.0;0.0;0.0;8;48;17;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
32;0.0;;;;;;;67.14931888503823;65.88387580032425;-55.19613780689254;-35.90219007673545;-18.239789985417154;-8.207093358823485;-7.219409270689368;-5.0199982099292555;-3.6984012227673873;-3.1755032117813258;90.48457530116654;92.62323780377075;92.29779266567152;92.56933369981634;67.79463197430603;77.93572612205185;93.53655623377676;87.93200655208055;;;70.18325189465011;59.76457268624333;25.498114105703053;21.14207635853043;;0.0;-0.3493190427693662;1.0890094367931553;;0.0;-1.0;0.0;0.0;0.0;8;49;18;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
33;1.0;;;;;;;74.24333915860838;70.87565759130001;56.96320632145853;32.63347159209478;14.372897520356993;7.094020273570152;6.452138129018891;4.9917817909757645;4.045451575440509;3.6419594378115008;92.22566011454906;91.86510170911527;94.00600626420778;93.00067111214207;72.15103263747228;73.3200957312256;94.34342495736917;91.27109904277177;82.6566012399499;;72.98398769799334;61.03282214063485;26.64815549264199;22.243292185352743;;0.0;1.1500413869389376;1.1012158268223118;;0.0;1.0;0.0;0.0;0.0;8;50;19;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
34;0.9371812178600324;;;;;;;73.12732483665773;70.18097011621153;-7.087390207361281;-4.165364665478933;-2.2793936928563596;-1.1160143219506438;-0.9886116753300627;-0.6946874750884859;-0.5115871527435871;-0.4380219636644114;93.0479015960169;91.91937900391083;94.09353420082067;93.46577771023333;74.26997556424539;71.40521339200791;93.83155282751967;93.09139738862787;87.46050861702331;;76.36875713809754;62.525121445135376;27.137812072236102;23.222196162729414;65.59514367773022;65.59411743905856;0.48965657959411146;0.978903977376671;;65.59411743905856;0.6;0.0;0.0;0.0;8;51;20;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
