id;NormKurs5;NormKurs200;NumberRise200;MA50Norm;MA200Norm;MA50NormDiff;MA200NormDiff;RSI_9;RSI_14;RSI2_diff;RSI3_diff;RSI5_diff;RSI9_diff;RSI10_diff;RSI14_diff;RSI20_diff;RSI25_diff;Stoch_Sk1433;Stoch_Sd1433;Stoch_Sk1338;Stoch_Sd1338;Stoch_Sk533;Stoch_Sd533;Stoch_Sk2177;Stoch_Sd2177;Stoch_Sk211414;Stoch_Sd211414;Stoch_Sk31414;Stoch_Sd31414;MACD_12_26_9;MACDS_12_26_9;MACD_5_35_5;MACDS_5_35_5;MACD_12_26_9Diff;MACDS_12_26_9Diff;MACD_5_35_5Diff;MACDS_5_35_5Diff;MACD_12_26_9DiffDirChange;MACDS_12_26_9DiffDirChange;MACD_5_35_5DiffDirChange;MACDS_5_35_5DiffDirChange;week_of_year;day_of_year;day_of_month;day_week__0;day_week__1;day_week__2;day_week__3;day_week__4;month_year__1;month_year__2;month_year__3;month_year__4;month_year__5;month_year__6;month_year__7;month_year__8;month_year__9;month_year__10;month_year__11;month_year__12;week_month__1;week_month__2;week_month__3;week_month__4;week_month__5;week_month__6
200;0.526627339676018;0.8931267922597635;0.54;-0.0189849348933351;-0.0772719155689403;-0.0110477297365888;-0.0113018635087442;53.21659321954354;54.22311101551726;45.37785196807096;31.275309586176643;18.994141767451616;9.702758030150685;8.561755924167407;5.750076163562831;3.777663325613176;2.8950495209328797;60.68293876801536;69.60537416689586;74.6567814839963;78.38136353836218;37.41659171010127;33.278724901065;78.85503474472273;82.11685068033275;80.50520137790707;71.51161254700529;53.19353341170819;55.66288651374608;10.948695464417824;12.91810237093101;20.05275337680996;25.013867239545043;-0.4786544635380778;-0.4923517266282946;0.0187297211721215;-2.4805569313675377;-0.216;-0.6;1.0;-0.216;42;290;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
201;1.0;0.9034718801808408;0.545;-0.0213290531688311;-0.080270456632147;-0.0023441182754959;-0.0029985410632066;55.62963119145189;55.72069102475931;9.19459015803659;6.735683020774211;4.355036835984627;2.413037971908352;2.156226844783518;1.49758000924205;1.0097056684884933;0.7834476694276375;58.56322844164411;60.8636570029058;73.84210362831863;75.04452509288147;50.35831052584146;35.69832139022697;78.6089735032845;81.69842279715833;80.07347109439495;72.3190335679131;52.26624324901461;55.22578917629846;10.95066958598295;12.5246158139414;21.440398046125665;23.822710841738587;0.0019741215651265;-0.3934865569896111;1.387644669315705;-1.1911563978064557;1.0;-0.36;0.6;-0.13;43;293;19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
202;1.0;0.9034718801808408;0.54;-0.0207283772526809;-0.0801489855369902;0.0006006759161502;0.0001214710951568;55.629631191451885;55.72069102475931;0.0;0.0;-7.105427357601002e-15;-7.105427357601002e-15;0.0;0.0;0.0;-7.105427357601002e-15;72.80138236095884;64.01584985687276;72.73484799619258;73.74457770283584;69.18818365205614;52.32102862933296;78.5669184495034;81.24259323271589;80.16232192505194;73.14267351244665;52.71660274918322;54.88330599750333;10.827422307027064;12.185177112558533;21.917055837062662;23.187492506846613;-0.1232472789558869;-0.3394387013828659;0.4766577909369971;-0.6352183348919738;-1.0;-0.216;0.36;0.0;43;294;20;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
203;0.2712994389143981;0.8691467955752025;0.54;-0.0091549371707308;-0.069535691859009;0.0115734400819501;0.0106132936779811;45.72555874763264;49.490359390282855;-52.23049099300531;-31.442179676853563;-17.99508024920962;-9.904072443819246;-8.87985589904806;-6.230331634476457;-4.235489052918041;-3.2961415668993155;65.55301343658452;65.63920807972916;66.43567446697165;71.00420869716096;61.10196237479571;60.21615218423111;73.36978594745779;79.73662824696224;78.64066339759559;73.85489219285786;50.5922174583578;54.49748178106426;8.942628714602733;11.536667432967374;16.01408146770723;20.796355493800156;-1.8847935924243304;-0.6485096795911591;-5.902974369355434;-2.3911370130464604;-0.6;-0.13;-1.0;0.0;43;295;21;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
204;0.0;0.8618608431493765;0.535;-0.0064135379756932;-0.0672124704748214;0.0027413991950376;0.0023232213841875;43.86084629109928;48.25693147952696;-4.138469573452571;-4.117975697268243;-2.99448203258941;-1.8647124565333613;-1.6962294873806698;-1.2334279107558928;-0.859952357307769;-0.6769365020681875;52.62220420605602;63.658866667866455;58.884587674807854;66.01837004599072;49.879571793920384;60.05657260692408;70.79596862885883;77.68714972812516;77.96914344478853;74.59973531737475;50.1855617704416;54.069979800619535;7.010643390457062;10.63146262446531;10.770300170933297;17.454337052844537;-1.9319853241456717;-0.905204808502063;-5.243781296773932;-3.3420184409556164;-0.36;0.0;-0.6;0.0;43;296;22;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
205;0.1442653174453866;0.8678638726159524;0.54;-0.0076837411086854;-0.0689871077289576;-0.0012702031329921;-0.0017746372541361;45.90560372376999;49.3764078978442;24.849909400521582;11.23048240138926;4.8206884840423285;2.044757432670714;1.7655370559596335;1.119476418317241;0.7025916464325448;0.52661546011376;41.537019153384215;53.23741226534158;54.90206207796002;60.07410807324652;39.745595483230666;50.24237655064892;67.66149834905731;75.36682520299794;75.78263418700261;75.17488008749196;46.87097150039914;53.28574007277423;5.708246576491774;9.646819414870604;8.283071758688038;14.397248621459038;-1.302396813965288;-0.9846432095947062;-2.4872284122452584;-3.0570884313854982;-0.216;0.0;-0.36;0.0;43;297;23;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
206;0.0;0.79396717628706;0.535;0.0174509344203642;-0.0454645108001391;0.0251346755290496;0.0235225969288185;30.514040685977964;38.37102018980294;-33.07772952208178;-26.482179658574267;-21.43482520743964;-15.391563037792029;-14.300601756086536;-11.005387708041262;-8.01657530262348;-6.44345722434155;26.63112670035404;40.26345001993143;45.55955091355752;53.11540022210848;28.07009658642095;39.231754621190674;60.10052106292151;72.56552866940088;69.90505893051126;75.41415162609225;41.544638268844274;52.23643831413865;1.038644929350994;7.925184517766683;-5.916887551960826;7.625869896985751;-4.66960164714078;-1.7216348971039217;-14.199959310648865;-6.771378724473287;-0.13;0.0;-0.216;0.0;44;300;26;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
207;0.0;0.7758753688543307;0.53;0.0238399917923368;-0.0395941130968977;0.0063890573719725;0.0058703977032413;27.93436406956001;36.24125974399415;-1.412364147257558;-2.03768510700577;-2.6264894069796902;-2.5796766164179523;-2.495018041865439;-2.129760445808792;-1.6764817395478246;-1.3972882575561485;16.4795599667414;28.21590194015988;42.24296764674762;47.5681935460884;17.445423003335417;28.420371690995683;50.13157586803626;68.4621774013028;64.4933053063795;75.32753712979029;39.33809804056629;51.25944928862846;-3.5092041666066507;5.638306780892017;-17.803586237332865;-0.8506154811204532;-4.547849095957645;-2.286877736874666;-11.88669868537204;-8.476485378106204;0.0;0.0;-0.13;0.0;44;301;27;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
208;0.0;0.7078666594779692;0.53;0.0478053472041019;-0.0167285391755945;0.023965355411765;0.0228655739213032;20.577493464803947;29.59205387111812;-2.2828800016915256;-4.118993619087584;-6.389328956942082;-7.356870604756065;-7.287405398257288;-6.649205872876031;-5.531906402281834;-4.740385706958776;3.991095030296416;15.700593899130618;34.57546708537388;40.79266188189302;4.605941712095089;16.707153767283824;39.0092092488518;62.80506822209812;58.80909137606817;74.85604235358504;37.40591923981133;50.284665555177;-10.33091645356376;2.444462134000862;-36.44421233113508;-12.71514776445866;-6.8217122869571085;-3.1938446468911548;-18.64062609380221;-11.864532283338209;0.0;0.0;0.0;0.0;44;302;28;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
209;0.0;0.6969622255017845;0.525;0.0514352103683378;-0.0132101015611075;0.0036298631642359;0.0035184376144869;19.64427884203352;28.68335554468668;-0.1839779150484521;-0.3986310469125329;-0.7144009209856979;-0.933214622770425;-0.9425532482531552;-0.9086983264314376;-0.792144701770134;-0.695120531535693;6.410623225534555;8.96042607419079;26.01172203349193;34.27671892187116;7.564261171897807;9.871875295776109;28.191957621737465;55.60864524670298;53.37943803562043;73.6852438445939;35.81410270433138;49.01717076385472;-16.08672087834725;-1.2617744684687606;-49.34767806924879;-24.925991199388704;-5.755804424783491;-3.706236602469623;-12.90346573811371;-12.210843434930045;0.0;0.0;0.0;0.0;44;303;29;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
