id;Date;Open;High;Low;Close
200;2016-10-17;1445.579956;1447.23999;1436.660034;1438.280029
201;2016-10-18;1441.430054;1459.939941;1441.430054;1458.630005
202;2016-10-19;1459.150024;1462.670044;1448.050049;1455.27002
203;2016-10-20;1456.119995;1467.849976;1449.380005;1465.839966
204;2016-10-21;1464.25;1472.060059;1458.630005;1464.849976
205;2016-10-24;1464.959961;1473.47998;1454.98999;1456.790039
206;2016-10-25;1456.98999;1461.099976;1449.890015;1451.27002
207;2016-10-26;1454.810059;1458.800049;1440.689941;1454.209961
208;2016-10-27;1455.709961;1459.609985;1445.569946;1456.550049
209;2016-10-28;1455.0;1461.189941;1443.069946;1459.359985
210;2016-10-31;1458.959961;1458.959961;1444.75;1446.349976
211;2016-11-01;1447.130005;1457.01001;1431.869995;1431.869995
212;2016-11-02;1431.369995;1431.369995;1416.5;1417.369995
213;2016-11-03;1417.339966;1429.76001;1413.910034;1421.01001
214;2016-11-04;1420.25;1420.25;1404.579956;1406.099976
215;2016-11-07;1407.880005;1434.170044;1407.880005;1431.77002
216;2016-11-08;1432.390015;1441.369995;1427.199951;1439.430054
217;2016-11-09;1430.910034;1458.959961;1391.810059;1456.709961
218;2016-11-10;1457.459961;1479.310059;1453.680054;1460.52002
219;2016-11-11;1461.73999;1470.52002;1449.660034;1451.530029
220;2016-11-14;1454.300049;1469.589966;1438.410034;1443.089966
221;2016-11-15;1445.5;1467.280029;1445.5;1466.459961
222;2016-11-16;1466.819946;1473.829956;1454.459961;1458.25
223;2016-11-17;1457.359985;1472.619995;1454.150024;1472.050049
224;2016-11-18;1473.25;1478.75;1467.699951;1476.469971
225;2016-11-21;1477.180054;1482.119995;1466.02002;1478.579956
226;2016-11-22;1479.140015;1490.290039;1478.619995;1485.050049
227;2016-11-23;1485.709961;1488.680054;1476.359985;1482.630005
228;2016-11-24;1483.329956;1487.719971;1479.180054;1484.329956
229;2016-11-25;1484.339966;1491.22998;1478.329956;1491.22998
230;2016-11-28;1491.060059;1491.060059;1469.880005;1472.680054
231;2016-11-29;1472.640015;1479.069946;1462.300049;1467.180054
232;2016-11-30;1467.030029;1484.02002;1466.790039;1481.140015
233;2016-12-01;1480.530029;1482.560059;1473.349976;1477.949951
234;2016-12-02;1477.920044;1477.920044;1461.660034;1470.079956
235;2016-12-05;1469.839966;1490.630005;1462.920044;1483.290039
236;2016-12-06;1483.75;1492.170044;1479.689941;1492.170044
237;2016-12-07;1493.180054;1503.97998;1493.180054;1503.949951
238;2016-12-08;1505.099976;1520.150024;1503.380005;1520.150024
239;2016-12-09;1519.160034;1538.380005;1514.160034;1534.27002
240;2016-12-12;1534.099976;1541.0;1529.290039;1537.930054
241;2016-12-13;1537.540039;1551.959961;1535.47998;1551.0
242;2016-12-14;1551.089966;1551.089966;1538.630005;1541.390015
243;2016-12-15;1541.390015;1551.140015;1532.099976;1550.52002
244;2016-12-16;1550.209961;1553.599976;1544.380005;1548.199951
245;2016-12-19;1548.040039;1552.550049;1542.030029;1542.709961
246;2016-12-20;1542.180054;1547.859985;1535.119995;1536.719971
247;2016-12-21;1535.560059;1537.349976;1521.640015;1525.469971
248;2016-12-22;1525.27002;1525.27002;1515.609985;1519.540039
249;2016-12-23;1519.349976;1528.420044;1519.280029;1525.800049
250;2016-12-27;1525.709961;1536.01001;1525.47998;1533.310059
251;2016-12-28;1532.859985;1532.859985;1526.290039;1527.300049
252;2016-12-29;1526.699951;1526.699951;1516.920044;1518.369995
253;2016-12-30;1518.339966;1522.060059;1511.280029;1517.199951
254;2017-01-02;1516.430054;1530.609985;1510.670044;1526.829956
255;2017-01-03;1527.25;1541.199951;1526.26001;1534.699951
256;2017-01-04;1535.160034;1538.77002;1527.589966;1530.930054
257;2017-01-05;1530.930054;1530.930054;1521.880005;1522.099976
258;2017-01-09;1522.22998;1525.380005;1504.069946;1509.819946
259;2017-01-10;1509.849976;1516.569946;1506.300049;1510.089966
260;2017-01-11;1508.709961;1517.75;1501.030029;1511.880005
261;2017-01-12;1511.910034;1513.23999;1499.579956;1503.310059
262;2017-01-13;1504.219971;1522.48999;1504.219971;1522.48999
263;2017-01-16;1518.27002;1518.27002;1511.069946;1512.969971
264;2017-01-17;1512.859985;1514.579956;1498.73999;1507.319946
265;2017-01-18;1508.050049;1515.98999;1503.109985;1515.98999
266;2017-01-19;1516.0;1521.920044;1508.47998;1513.920044
267;2017-01-20;1513.77002;1527.380005;1507.780029;1525.48999
268;2017-01-23;1524.369995;1524.369995;1503.050049;1504.689941
269;2017-01-24;1504.910034;1522.869995;1504.910034;1522.849976
270;2017-01-25;1523.98999;1545.98999;1523.98999;1545.98999
271;2017-01-26;1551.959961;1563.52002;1551.219971;1553.890015
272;2017-01-27;1553.790039;1553.790039;1536.77002;1538.76001
273;2017-01-30;1538.5;1538.5;1526.469971;1528.890015
274;2017-01-31;1528.630005;1548.140015;1528.630005;1536.75
275;2017-02-01;1537.469971;1554.150024;1537.469971;1547.310059
276;2017-02-02;1547.349976;1554.579956;1544.599976;1551.849976
277;2017-02-03;1552.099976;1559.130005;1550.109985;1557.310059
278;2017-02-06;1557.380005;1558.920044;1547.390015;1548.900024
279;2017-02-07;1549.26001;1560.709961;1545.72998;1550.939941
280;2017-02-08;1550.219971;1552.25;1540.030029;1549.23999
281;2017-02-09;1549.400024;1557.5;1545.689941;1557.5
282;2017-02-10;1559.219971;1568.209961;1556.660034;1562.72998
283;2017-02-13;1563.079956;1572.530029;1563.079956;1572.180054
284;2017-02-14;1572.359985;1573.109985;1563.73999;1569.75
285;2017-02-15;1570.76001;1577.72998;1568.170044;1574.02002
286;2017-02-16;1574.150024;1580.98999;1572.27002;1576.329956
287;2017-02-17;1576.060059;1578.910034;1566.469971;1570.589966
288;2017-02-20;1572.579956;1582.780029;1572.579956;1576.329956
289;2017-02-21;1576.560059;1592.75;1570.01001;1590.089966
290;2017-02-22;1589.199951;1593.880005;1578.550049;1582.130005
291;2017-02-23;1582.160034;1593.609985;1582.160034;1588.300049
292;2017-02-24;1587.810059;1589.51001;1563.040039;1569.859985
293;2017-02-27;1571.449951;1577.060059;1561.640015;1564.630005
294;2017-02-28;1564.859985;1572.72998;1561.589966;1570.170044
295;2017-03-01;1570.959961;1594.560059;1570.959961;1591.369995
296;2017-03-02;1591.319946;1594.459961;1578.27002;1580.530029
297;2017-03-03;1579.569946;1585.609985;1573.98999;1581.319946
298;2017-03-06;1581.290039;1581.290039;1571.060059;1575.52002
299;2017-03-07;1575.540039;1578.25;1567.589966;1575.77002
300;2017-03-08;1575.780029;1583.219971;1574.209961;1578.22998
301;2017-03-09;1577.75;1585.439941;1572.599976;1583.72998
302;2017-03-10;1584.089966;1595.0;1584.089966;1587.930054
303;2017-03-13;1587.880005;1599.829956;1586.01001;1594.709961
304;2017-03-14;1594.780029;1595.160034;1576.51001;1586.0
305;2017-03-15;1586.589966;1590.22998;1581.219971;1588.890015
306;2017-03-16;1591.130005;1603.060059;1585.599976;1593.25
307;2017-03-17;1593.939941;1593.939941;1578.469971;1584.969971
308;2017-03-20;1583.530029;1587.790039;1581.400024;1583.25
309;2017-03-21;1583.810059;1588.630005;1569.0;1570.880005
310;2017-03-22;1569.939941;1569.939941;1551.23999;1562.959961
311;2017-03-23;1563.640015;1581.569946;1560.839966;1581.280029
312;2017-03-24;1580.910034;1582.040039;1573.069946;1579.699951
313;2017-03-27;1578.310059;1578.310059;1556.449951;1574.51001
314;2017-03-28;1575.079956;1581.300049;1567.849976;1580.089966
315;2017-03-29;1580.530029;1587.079956;1576.390015;1584.430054
316;2017-03-30;1585.170044;1585.170044;1572.160034;1583.880005
317;2017-03-31;1583.660034;1590.52002;1570.219971;1587.630005
318;2017-04-03;1587.869995;1591.130005;1570.569946;1571.410034
319;2017-04-04;1571.300049;1578.619995;1564.280029;1567.300049
320;2017-04-05;1567.51001;1568.420044;1557.089966;1558.560059
321;2017-04-06;1558.430054;1564.069946;1543.699951;1564.050049
322;2017-04-07;1562.819946;1569.72998;1553.430054;1569.670044
323;2017-04-10;1569.800049;1572.609985;1566.050049;1572.469971
324;2017-04-11;1572.099976;1577.630005;1564.880005;1570.910034
325;2017-04-12;1571.02002;1585.449951;1571.02002;1575.02002
326;2017-04-13;1573.780029;1575.849976;1567.410034;1572.810059
327;2017-04-18;1574.349976;1576.709961;1553.069946;1557.209961
328;2017-04-19;1557.099976;1571.219971;1552.459961;1565.72998
329;2017-04-20;1565.719971;1571.670044;1560.930054;1568.73999
330;2017-04-21;1568.48999;1578.26001;1567.47998;1573.25
331;2017-04-24;1574.099976;1609.27002;1574.099976;1609.27002
332;2017-04-25;1609.589966;1620.640015;1606.890015;1617.050049
333;2017-04-26;1617.079956;1621.939941;1608.98999;1620.280029
334;2017-04-27;1617.349976;1620.73999;1614.569946;1616.579956
335;2017-04-28;1616.699951;1627.72998;1616.329956;1626.98999
336;2017-05-02;1626.98999;1636.51001;1626.030029;1636.51001
337;2017-05-03;1636.5;1636.5;1626.430054;1633.98999
338;2017-05-04;1635.689941;1640.709961;1632.910034;1638.329956
339;2017-05-05;1638.329956;1642.040039;1632.329956;1642.040039
340;2017-05-08;1642.060059;1645.800049;1629.689941;1639.48999
341;2017-05-09;1640.069946;1654.540039;1640.069946;1653.109985
342;2017-05-10;1652.140015;1652.140015;1642.079956;1649.650024
343;2017-05-11;1649.040039;1649.170044;1637.880005;1642.02002
344;2017-05-12;1643.829956;1647.280029;1640.790039;1646.449951
345;2017-05-15;1647.25;1650.72998;1644.73999;1649.839966
346;2017-05-16;1649.839966;1657.130005;1646.77002;1653.060059
347;2017-05-17;1653.060059;1653.060059;1624.550049;1628.369995
348;2017-05-18;1627.109985;1628.52002;1604.290039;1615.27002
349;2017-05-19;1616.140015;1631.810059;1616.140015;1629.209961
350;2017-05-22;1630.300049;1635.609985;1626.02002;1629.209961
351;2017-05-23;1629.180054;1641.77002;1628.790039;1641.709961
352;2017-05-24;1641.709961;1641.709961;1634.25;1638.890015
353;2017-05-26;1638.98999;1640.119995;1626.439941;1635.77002
354;2017-05-29;1635.77002;1636.02002;1629.829956;1631.910034
355;2017-05-30;1631.800049;1640.079956;1623.859985;1639.73999
356;2017-05-31;1639.73999;1650.26001;1635.290039;1639.109985
357;2017-06-01;1639.300049;1646.810059;1636.01001;1641.319946
358;2017-06-02;1644.209961;1656.02002;1644.209961;1646.670044
359;2017-06-05;1647.530029;1649.300049;1637.849976;1637.900024
360;2017-06-06;1647.5300300000001;1649.30005;1637.849976;1637.900024
361;2017-06-07;1637.449951;1648.469971;1630.680054;1640.540039
362;2017-06-08;1640.540039;1651.719971;1640.150024;1643.77002
363;2017-06-09;1643.77002;1656.089966;1642.199951;1654.800049
364;2017-06-12;1654.650024;1654.650024;1584.369995;1638.800049
365;2017-06-13;1638.800049;1653.52002;1638.800049;1648.609985
366;2017-06-14;1649.060059;1657.199951;1638.380005;1639.599976
367;2017-06-15;1641.52002;1641.52002;1616.219971;1624.969971
368;2017-06-16;1625.819946;1638.420044;1625.819946;1635.930054
369;2017-06-19;1636.780029;1655.079956;1636.780029;1653.400024
370;2017-06-20;1653.719971;1658.869995;1647.670044;1647.670044
371;2017-06-21;1647.670044;1647.670044;1631.339966;1641.709961
372;2017-06-22;1641.689941;1645.359985;1634.189941;1645.359985
373;2017-06-23;1641.689942;1645.359986;1634.189942;1645.359986
374;2017-06-26;1645.459961;1654.880005;1641.22998;1643.52002
375;2017-06-27;1643.52002;1643.52002;1628.540039;1628.540039
376;2017-06-28;1628.540039;1630.97998;1611.800049;1630.97998
377;2017-06-29;1630.97998;1643.719971;1612.390015;1613.219971
378;2017-06-30;1613.219971;1620.47998;1602.530029;1602.530029
379;2017-07-03;1602.699951;1628.550049;1602.699951;1627.410034
380;2017-07-04;1627.01001;1627.290039;1617.47998;1621.670044
381;2017-07-05;1621.709961;1629.27002;1614.219971;1627.209961
382;2017-07-06;1627.209961;1627.209961;1609.97998;1620.98999
383;2017-07-07;1620.959961;1623.170044;1614.640015;1617.0
384;2017-07-10;1617.0;1627.810059;1617.0;1624.810059
385;2017-07-11;1624.810059;1631.290039;1620.689941;1621.569946
386;2017-07-12;1621.569946;1650.699951;1621.569946;1650.589966
387;2017-07-13;1650.630005;1651.150024;1640.449951;1642.48999
388;2017-07-14;1643.069946;1649.829956;1641.410034;1646.829956
389;2017-07-17;1646.869995;1651.630005;1629.099976;1639.329956
390;2017-07-18;1639.329956;1639.349976;1605.369995;1607.359985
391;2017-07-19;1607.359985;1618.569946;1592.51001;1609.959961
392;2017-07-20;1601.319946;1612.52002;1593.150024;1597.839966
393;2017-07-21;1597.449951;1597.449951;1574.699951;1581.369995
394;2017-07-24;1581.369995;1583.609985;1566.880005;1566.880005
395;2017-07-25;1567.359985;1575.319946;1567.359985;1568.910034
396;2017-07-26;1568.810059;1581.52002;1565.02002;1580.219971
397;2017-07-27;1579.810059;1581.109985;1570.23999;1570.47998
398;2017-07-28;1570.47998;1570.790039;1550.650024;1557.560059
399;2017-07-31;1557.170044;1561.959961;1548.060059;1548.189941
400;2017-08-01;1548.189941;1569.560059;1548.189941;1566.310059
401;2017-08-02;1566.310059;1573.449951;1558.949951;1563.199951
402;2017-08-03;1563.170044;1567.050049;1554.449951;1559.660034
403;2017-08-04;1559.469971;1577.609985;1556.680054;1573.469971
404;2017-08-07;1573.469971;1578.880005;1569.430054;1575.469971
405;2017-08-08;1575.469971;1583.140015;1571.359985;1581.319946
406;2017-08-09;1581.319946;1581.319946;1562.77002;1571.199951
407;2017-08-10;1571.119995;1571.119995;1554.75;1554.75
408;2017-08-11;1554.75;1554.75;1535.650024;1538.959961
409;2017-08-14;1538.959961;1556.349976;1538.959961;1554.579956
410;2017-08-15;1554.579956;1560.5;1542.48999;1543.369995
411;2017-08-16;1543.369995;1556.550049;1543.369995;1552.160034
412;2017-08-17;1552.160034;1552.5;1538.719971;1540.089966
413;2017-08-18;1540.089966;1540.089966;1524.359985;1532.119995
414;2017-08-21;1532.119995;1532.119995;1519.219971;1524.25
415;2017-08-22;1524.25;1543.98999;1524.25;1543.76001
416;2017-08-23;1543.76001;1546.819946;1538.72998;1542.140015
417;2017-08-24;1542.140015;1546.859985;1537.98999;1537.98999
418;2017-08-25;1537.98999;1551.619995;1537.969971;1540.819946
419;2017-08-28;1540.819946;1543.800049;1532.430054;1536.880005
420;2017-08-29;1536.880005;1536.880005;1517.77002;1520.900024
421;2017-08-30;1520.900024;1537.880005;1520.900024;1535.959961
422;2017-08-31;1535.959961;1550.550049;1535.959961;1546.859985
423;2017-09-01;1546.859985;1560.869995;1546.859985;1558.790039
424;2017-09-04;1558.790039;1558.790039;1546.310059;1551.890015
425;2017-09-05;1551.890015;1555.849976;1545.099976;1546.98999
426;2017-09-06;1546.98999;1546.98999;1536.449951;1541.27002
427;2017-09-07;1541.27002;1553.869995;1537.73999;1553.02002
428;2017-09-08;1553.02002;1553.22998;1545.280029;1552.319946
429;2017-09-11;1552.780029;1573.339966;1552.780029;1572.160034
430;2017-09-12;1572.160034;1581.130005;1572.130005;1580.130005
431;2017-09-13;1580.130005;1580.900024;1575.76001;1580.040039
432;2017-09-14;1580.040039;1587.97998;1578.569946;1587.52002
433;2017-09-15;1587.52002;1591.319946;1577.290039;1578.869995
434;2017-09-18;1578.869995;1586.819946;1578.310059;1582.780029
435;2017-09-19;1582.780029;1586.219971;1580.76001;1584.430054
436;2017-09-20;1584.430054;1588.47998;1581.900024;1585.380005
437;2017-09-21;1585.380005;1597.560059;1585.380005;1596.310059
438;2017-09-22;1595.910034;1600.77002;1591.699951;1600.77002
439;2017-09-25;1600.77002;1608.48999;1598.839966;1604.099976
440;2017-09-26;1604.099976;1614.119995;1601.859985;1610.76001
441;2017-09-27;1610.76001;1627.689941;1610.76001;1623.77002
