id;NormKurs5;NormKurs200;NumberRise200;MA50Norm;MA200Norm;MA50NormDiff;MA200NormDiff;RSI_9;RSI_14;RSI2_diff;RSI3_diff;RSI5_diff;RSI9_diff;RSI10_diff;RSI14_diff;RSI20_diff;RSI25_diff;Stoch_Sk1383;Stoch_Sd1383;Stoch_Sk533;Stoch_Sd533;Stoch_Sk2177;Stoch_Sd2177;Stoch_Sk211414;Stoch_Sd211414;Stoch_Sk31414;Stoch_Sd31414;MACD_12_26_9;MACDS_12_26_9;MACD_5_35_5;MACDS_5_35_5;MACD_12_26_9Diff;MACDS_12_26_9Diff;MACD_5_35_5Diff;MACDS_5_35_5Diff;MACD_12_26_9DiffDirChange;MACDS_12_26_9DiffDirChange;MACD_5_35_5DiffDirChange;MACDS_5_35_5DiffDirChange;week_of_year;day_of_year;day_of_month;day_week__0;day_week__1;day_week__2;day_week__3;day_week__4;month_year__1;month_year__2;month_year__3;month_year__4;month_year__5;month_year__6;month_year__7;month_year__8;month_year__9;month_year__10;month_year__11;month_year__12;week_month__1;week_month__2;week_month__3;week_month__4;week_month__5;week_month__6
200;0.5266273396760179;0.8931267922597635;0.54;-0.01898493489333495;-0.07727191556894047;-0.011047729736588971;-0.011301863508744124;53.48633412464682;54.34953606452054;31.275309586176444;23.863754537049875;15.554764929184998;8.561755923831505;7.645945089871348;5.301695679425941;3.565378537363351;2.761900376211635;63.794983764650716;68.95426972386265;34.639055680347575;34.639055680347575;69.6084950637644;69.6084950637644;68.56162768448348;68.56162768448348;68.56162768448348;68.56162768448348;10.94869546441828;12.918102370931232;20.05275337680814;25.013867239543227;-0.4786544635380778;-0.4923517266282378;0.018729721172121568;-2.4805569313675413;-0.21600000000000005;-0.6;1.0;-0.21600000000000005;42;290;16;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
201;1.0;0.9034718801808408;0.545;-0.02132905316883092;-0.08027045663214714;-0.0023441182754959725;-0.002998541063206669;55.642560969916275;55.73823974568053;6.7356830207741885;5.313117215320702;3.659984314395807;2.156226845269444;1.9459702197789213;1.3887036811599884;0.955769934821916;0.7488921971701572;63.290309862471;64.58497957590488;39.144032536534965;39.144032536534965;65.85740065303378;65.85740065303378;69.33613945638129;69.33613945638129;69.33613945638129;69.33613945638129;10.950669585983405;12.524615813941667;21.440398046123853;23.822710841736768;0.001974121565126552;-0.3934865569895649;1.387644669315705;-1.1911563978064592;1.0;-0.36;0.6;-0.13;43;293;19;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
202;1.0;0.9034718801808408;0.54;-0.02072837725268084;-0.08014898553699032;0.0006006759161500883;0.00012147109515682486;55.642560969916275;55.73823974568055;0.0;0.0;0.0;7.105427357601002e-15;0.0;7.105427357601002e-15;-7.105427357601002e-15;0.0;62.36568361239712;63.15032574650627;57.132709957494704;57.132709957494704;62.15504246692375;62.15504246692375;70.10880368120439;70.10880368120439;70.10880368120439;70.10880368120439;10.827422307027746;12.185177112558884;21.91705583706107;23.187492506844873;-0.12324727895565955;-0.3394387013827842;0.4766577909372245;-0.6352183348918992;-1.0;-0.21600000000000005;0.36;0.0;43;294;20;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
203;0.2712994389143981;0.8691467955752025;0.54;-0.00915493717073071;-0.06953569185900943;0.011573440081950123;0.010613293677980893;46.76270508876402;49.95051058193166;-31.44217967685346;-22.718052131378666;-14.959449406672704;-8.879855881152253;-8.038650691209634;-5.787729163748878;-4.01197933583628;-3.1470097806405586;56.97213295445975;60.87604214310928;61.484610971654966;61.484610971654966;56.93323440186438;56.93323440186438;70.70248704676537;70.70248704676537;70.70248704676537;70.70248704676537;8.942628714603188;11.536667432967743;16.014081467705633;20.796355493798465;-1.8847935924245576;-0.6485096795911396;-5.902974369355434;-2.3911370130464107;-0.6;-0.13;-1.0;0.0;43;295;21;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
204;0.0;0.8618608431493765;0.535;-0.006413537975693096;-0.06721247047482186;0.002741399195037613;0.002323221384187571;45.066475604448755;48.79812964465347;-4.117975697268236;-3.4948568777857965;-2.6117038023859247;-1.6962294843152603;-1.553489034552079;-1.1523809372781884;-0.8168136185723824;-0.6474646564460897;49.6621322900218;56.3333162856262;56.21045136866304;56.21045136866304;53.100982646720546;53.100982646720546;71.27357279307806;71.27357279307806;71.27357279307806;71.27357279307806;7.010643390457518;10.631462624465696;10.770300170931703;17.454337052842874;-1.931985324145672;-0.9052048085020452;-5.243781296773931;-3.3420184409555844;-0.36;0.0;-0.6;0.0;43;296;22;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
205;0.1442653174453866;0.8678638726159524;0.54;-0.0076837411086851685;-0.06898710772895791;-0.0012702031329920715;-0.001774637254136055;46.83201266017746;49.82008845598706;11.230482401389237;6.850442236535907;3.6654446952543935;1.7655370557286998;1.5486309948455317;1.0219588113335902;0.6596454633862407;0.500624796342457;47.3091348666673;51.314466703716256;42.94845196027703;42.94845196027703;50.77340012180276;50.77340012180276;71.5777020852738;71.5777020852738;71.5777020852738;71.5777020852738;5.708246576492003;9.646819414870958;8.283071758686447;14.3972486214574;-1.3023968139655149;-0.9846432095947399;-2.4872284122452584;-3.0570884313854747;-0.21600000000000005;0.0;-0.36;0.0;43;297;23;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
206;0.0;0.7939671762870604;0.535;0.017450934420364272;-0.04546451080013938;0.025134675529049442;0.02352259692881853;32.53141092489376;39.43808523324653;-26.48217965857423;-23.617832140143765;-19.603911657190395;-14.300601735283706;-13.331681522962818;-10.382003222740543;-7.652222594170091;-6.1834221726774325;41.98242981208528;46.317898989591434;34.59550745450201;34.59550745450201;49.200943435191405;49.200943435191405;71.54532513115069;71.54532513115069;71.54532513115069;71.54532513115069;1.038644929350994;7.925184517766964;-5.916887551962191;7.625869896984201;-4.669601647141008;-1.7216348971039928;-14.199959310648634;-6.771378724473196;-0.13;0.0;-0.21600000000000005;0.0;44;300;26;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
207;0.0;0.7758753688543312;0.53;0.02383999179233684;-0.03959411309689804;0.006389057371972564;0.0058703977032413465;30.03639288588965;37.3940011387832;-2.0376851070057853;-2.4334192611308865;-2.697536587215801;-2.495018039004105;-2.4038959545046588;-2.0440840944633223;-1.6141727270171269;-1.3485261068320042;40.4852464394289;43.2589370393938;27.444070514533767;27.444070514533767;46.872785568118296;46.872785568118296;71.1840095764455;71.1840095764455;71.1840095764455;71.1840095764455;-3.5092041666066507;5.6383067808922425;-17.80358623733423;-0.8506154811219417;-4.547849095957645;-2.2868777368747235;-11.886698685372036;-8.476485378106144;0.0;0.0;-0.13;0.0;44;301;27;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
208;0.0;0.7078666594779692;0.53;0.04780534720410205;-0.0167285391755945;0.02396535541176521;0.022865573921303537;22.748987494683018;30.936064222800532;-4.118993619087615;-5.499766954788287;-6.927096550339513;-7.287405391206633;-7.165743162481824;-6.4579369159826605;-5.36100847934766;-4.595382917193383;33.730314327312925;38.73266352627567;18.1350854378362;18.1350854378362;43.360236508657074;43.360236508657074;70.43232474668142;70.43232474668142;70.43232474668142;70.43232474668142;-10.33091645356376;2.444462134001041;-36.444212331136434;-12.715147764460108;-6.8217122869571085;-3.1938446468912005;-18.64062609380221;-11.864532283338162;0.0;0.0;0.0;0.0;44;302;28;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
209;0.0;0.6969622255017845;0.525;0.05143521036833816;-0.013210101561107395;0.003629863164236108;0.0035184376144871046;21.806434247199626;30.044687338054107;-0.3986310469125329;-0.5807352479617727;-0.8080907249107998;-0.9425532474833992;-0.9424297939354211;-0.8913768847464247;-0.7719366694677987;-0.6764481095327852;25.82319751850893;33.34625276175023;11.818104680008176;11.818104680008176;38.67087365018221;38.67087365018221;68.98133618413142;68.98133618413142;68.98133618413142;68.98133618413142;-16.086720878347023;-1.2617744684685723;-49.34767806925014;-24.925991199390122;-5.755804424783263;-3.7062366024696134;-12.903465738113713;-12.210843434930014;0.0;0.0;0.0;0.0;44;303;29;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0
